Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","ROIC LF
","ROE LF
","Free Cash Flow Margin
","T12M EBITDA Mrgn LF
","Net Mrgn 5Yr Avg LF
","OPM LF
","GM LF
","Interest Coverage Ratio
","Debt/Equity LF
","Debt/Assets LF
","Modified Working Capital Turnover LF
","Inv Turnover LF
","A/R Trnovr LF
","Cash Conversion Cycle LF
","Cash Ratio LF
","Quick Ratio LF
","Curr Ratio LF
"
AACG UQ Equity,ATA Creativity Global,0.98,Consumer Discretionary,Diversified Consumer Services,-4.490568161,-5.249549866,15.33298444,--,-26.34688187,-1475.358032,-1.810222983,0,0,0,5.914731026,--,5.914731026,--,6.823451996,6.874135971,9.345011711
AAL UW Equity,American Airlines Group Inc,16.285,Industrials,Airlines,9.064549446,--,-0.989774515,11.76149273,3.496393919,6.443913937,--,0,--,55.74464417,30.57314682,--,26.48611069,--,0.208945006,0.304515988,0.448145986
AAME UQ Equity,Atlantic American Corp,2.57,Financials,Insurance,--,--,2.252186707,--,--,--,--,0,--,--,--,--,--,--,--,--,--
AAOI UQ Equity,Applied Optoelectronics Inc,8.93,Information Technology,Communications Equipment,-15.38494682,-21.91120148,-16.00182321,-12.31453514,-30.53684616,-24.77290535,23.29730034,0,51.98762512,30.49086952,2.112174988,1.62292695,5.855957031,203.316391,0.656526983,1.035871029,2.110491991
AAON UW Equity,AAON Inc,58.1,Industrials,Building Products,19.4584446,20.37239838,12.94581885,19.51130676,11.64881992,18.94855309,29.68084526,0,0,0,3.74909997,4.62392807,7.723547935,114.3793793,0.478278995,1.681748033,3.347415924
AAPL UW Equity,Apple Inc,293.23,Information Technology,"Technology Hardware, Storage & Peripherals",25.59796906,55.46829224,22.63715821,29.32199669,21.57246399,27.84717751,38.35480881,0,130.4028778,34.27622604,--,36.56686783,13.71080971,-61.98482513,1.048951983,1.254215956,1.597782016
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,24.07,Industrials,Air Freight & Logistics,-6.03909111,-15.18663883,6.089028541,0.170232996,-1.875008941,-69.06320953,32.68955612,0,162.6783905,54.13446426,13.95669079,--,9.792628288,--,0.094534002,0.358478993,0.57546699
AAXN UW Equity,Axon Enterprise Inc,74.58,Industrials,Aerospace & Defense,-0.933009028,0.174511999,9.368571751,1.750555992,1.095224023,-8.37120533,53.90716553,0,1.951995969,1.254554033,3.435687065,6.1583848,3.826611042,121.899292,1.793686032,2.544727087,3.165637016
ABCB UW Equity,Ameris Bancorp,33.87,Financials,Banks,6.242656231,8.224346161,-25.72779794,--,26.22678375,39.05988693,--,0,63.43365097,8.587306023,--,--,--,--,--,--,--
ABEO UR Equity,Abeona Therapeutics Inc,3.025,Health Care,Biotechnology,-63.6711731,-64.91349792,-1612.87525,-3444.219971,--,--,--,0,8.514138222,5.728013992,--,--,--,--,2.367970943,2.367970943,2.45043993
ABIO UR Equity,ARCA biopharma Inc,3.69,Health Care,Biotechnology,-82.28045654,-80.3694458,0,--,--,--,--,0,0,0,--,--,--,--,9.031316757,9.031316757,9.15766716
ABMD UW Equity,ABIOMED Inc,153.94,Health Care,Health Care Equipment & Supplies,22.25699615,25.82942581,27.05801162,33.11129761,27.7036953,31.7076149,81.9499588,0,1.20560205,1.054728985,5.71412611,1.801020026,8.892865181,180.286972,3.386205912,4.186101913,5.041827202
ABTX UQ Equity,Allegiance Bancshares Inc,31.91,Financials,Banks,6.137487888,7.496771812,31.28576879,--,27.41086578,36.64399338,--,0,25.82209206,3.671433926,--,--,--,--,--,--,--
ABUS UW Equity,Arbutus Biopharma Corp,2.985,Health Care,Biotechnology,-87.88432312,--,-1160.706476,-2366.414063,-2444.37207,-2985.984863,--,0,4.151272774,2.960511923,--,--,4.012557983,--,10.2168541,10.49903584,10.69989777
ACAD UW Equity,ACADIA Pharmaceuticals Inc,43.91,Health Care,Biotechnology,-41.2230835,-39.9348526,-44.9040923,-70.36740875,-81.95626831,-57.35919189,94.57518768,0,1.401016951,1.250666022,10.95684528,3.764863968,10.96074104,43.55199814,9.320676804,9.798867226,10.16023827
ACAM UR Equity,Acamar Partners Acquisition Corp,10.13,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,--,--,--,--,--,--,0.042289998,0.042289998,1.07841301
ACBI UW Equity,Atlantic Capital Bancshares Inc,17.56,Financials,Banks,8.161527634,15.3365078,106.9291953,--,51.91944504,39.0475769,--,0,15.27527237,1.713626027,--,--,--,--,--,--,--
ACER UR Equity,Acer Therapeutics Inc,3.51,Health Care,Pharmaceuticals,-87.01738739,-86.23832703,0,--,--,--,--,0,2.152637959,1.927042961,--,--,--,--,6.682819843,6.682819843,7.085758209
ACGL UW Equity,Arch Capital Group Ltd,40.93,Financials,Insurance,14.42410469,15.57031727,29.02084235,--,20.9061985,21.29575539,--,0,20.35176277,6.615831852,--,--,--,--,--,--,--
ACHC UW Equity,Acadia Healthcare Co Inc,30.47,Health Care,Health Care Providers & Services,4.397775173,4.50217104,1.551813023,17.88797379,-6.118944168,4.288723946,--,0,146.9736023,54.23600769,15.04543686,--,9.447154999,--,0.26789999,1.000843048,1.169626951
ACHV UR Equity,Achieve Life Sciences Inc,0.487,Health Care,Biotechnology,-149.4050446,-150.979599,0,--,--,--,--,0,5.036235809,3.567698956,--,--,--,--,2.349473953,2.349473953,2.433578014
ACIA UW Equity,Acacia Communications Inc,67.26,Information Technology,Communications Equipment,4.432616234,6.074828148,13.12391992,7.243959904,7.171393871,4.751580238,47.15363693,0,3.449724913,2.765953064,5.754233837,7.356470108,4.92282486,57.8757782,2.976891994,3.842768908,4.261244774
ACIU UQ Equity,AC Immune SA,7.28,Health Care,Biotechnology,20.02913857,20.73255539,-638.5321101,44.94060135,-522.3465576,53.80563354,--,0,0.863250971,0.800382972,1494.859009,--,1494.859009,--,15.1625042,15.16963959,22.08464241
ACIW UW Equity,ACI Worldwide Inc,29.095,Information Technology,Software,5.006712914,6.157564163,9.103595821,21.08163834,7.911440849,25.60837173,56.71534348,0,126.9920883,44.05080795,3.98972702,--,3.55762291,--,0.198378995,0.785350025,1.504004955
ACLS UW Equity,Axcelis Technologies Inc,23.04,Information Technology,Semiconductors & Semiconductor Equipment,4.455400944,4.115665913,-7.453682375,8.700626373,5.082466125,12.26478958,41.13884735,0,11.57483864,8.85760498,1.851084948,1.476114035,4.221540928,280.5061035,2.037180901,3.25693202,5.471265793
ACMR UQ Equity,ACM Research Inc,35.01,Information Technology,Semiconductors & Semiconductor Equipment,10.67745209,14.26324272,6.804388891,9.227925301,--,8.669265747,46.15168381,0,18.05481148,9.167660713,1.833305001,1.48448801,2.906092882,302.3096313,0.587863028,1.121196032,2.081231117
ACNB UR Equity,ACNB Corp,31.93,Financials,Banks,7.837803841,13.65085888,38.06114207,--,30.06349182,32.95845032,--,0,63.00665283,6.753985882,--,--,--,--,--,--,--
ACOR UW Equity,Acorda Therapeutics Inc,1.145,Health Care,Biotechnology,-41.16838837,-59.16019058,-113.6091015,-140.3210907,-114.2190781,28.6874218,82.83824158,0,72.10572052,28.02475357,15.62260532,1.285073996,8.455079079,-114.2323685,1.456722975,1.712357044,2.32810092
ACRS UW Equity,Aclaris Therapeutics Inc,1.145,Health Care,Pharmaceuticals,-80.08224487,-113.2165756,-2319.801278,-922.3120728,-2219.361084,-1578.264893,6.118721008,0,6.016135216,4.278869152,--,18.54361534,4.666306973,-590.2577515,3.344106913,3.37548995,3.735867977
ACRX UQ Equity,AcelRx Pharmaceuticals Inc,1.355,Health Care,Pharmaceuticals,--,--,-1389.772199,-1991.05896,-2785.211914,-2225.986816,-253.2894745,0,--,27.47337532,--,3.350364923,11.26218128,46.92229843,7.033504963,7.054851055,7.494444847
ACST UR Equity,Acasti Pharma Inc,0.4397,Health Care,Pharmaceuticals,-351.0632629,--,0,--,--,--,--,0,--,5.036138058,--,--,--,--,1.797356963,1.797356963,2.070485115
ACTG UW Equity,Acacia Research Corp,2.26,Industrials,Professional Services,-6.109464169,-15.62233353,15.84946694,13.42681694,-188.8984222,-300.701355,54.64640427,0,0,0,9.661465645,--,9.661465645,--,16.01844788,16.18862915,16.4089489
ACTT UR Equity,Act II Global Acquisition Corp,10.2,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,0,0,--,--,--,--,77.64420319,77.64420319,81.93353271
ADAP UW Equity,Adaptimmune Therapeutics Plc,3.66,Health Care,Biotechnology,-70.41437531,-74.03858948,-10169.25134,-11556.8623,--,-4169.643066,--,0,20.59156609,14.02367496,--,--,11.6875,--,2.607436895,2.607436895,3.508605003
ADBE UW Equity,Adobe Inc,349.21,Information Technology,Software,21.03923225,29.67442322,36.05072894,35.84891891,26.58742142,32.41808701,84.89333344,0,39.29920197,19.93154526,9.10222435,--,7.838441849,--,0.509950995,0.697329998,0.792940021
ADES UQ Equity,Advanced Emissions Solutions Inc,8.89,Materials,Chemicals,-6.726379871,35.76809311,-43.24911255,-8.087837219,63.97544861,-12.49673271,37.59995651,0,52.859272,31.73425484,5.073156834,5.009281158,8.045912743,95.14910126,0.387695014,0.673011005,1.261064053
ADI UW Equity,Analog Devices Inc,108.65,Information Technology,Semiconductors & Semiconductor Equipment,7.713020802,10.41358852,33.01129265,40.90533066,21.30018997,20.97540283,65.06327057,0,49.56740189,27.10500526,5.625306129,3.268630028,8.864565849,111.4040527,0.369608998,0.699657977,1.079432011
ADIL UR Equity,Adial Pharmaceuticals Inc,1.57,Health Care,Pharmaceuticals,-106.7017212,-114.2380905,0,--,--,--,--,0,0,0,--,--,--,--,10.97847271,10.97847271,12.22815418
ADMA UQ Equity,ADMA Biologics Inc,3.2,Health Care,Biotechnology,-50.88406372,-152.0813293,-381.3551726,-218.5545044,-306.5105591,-125.3087463,-9.604939461,0,233.4686584,61.2022934,0.831821978,1.438433051,3.735002041,311.7475586,3.168701887,3.65156889,6.423937798
ADMP UR Equity,Adamis Pharmaceuticals Corp,0.5257,Health Care,Pharmaceuticals,-69.58563232,-74.25824738,-239.9003741,-163.2110138,-194.7760468,-118.7266617,32.4245491,0,10.55940437,8.053163528,14.8581152,4.995858192,10.74840641,15.87829113,1.118806005,1.364397049,1.689802051
ADMS UQ Equity,Adamas Pharmaceuticals Inc,3.83,Health Care,Biotechnology,-52.2482338,-165.4737549,0,-186.0727844,-201.2505035,-173.8175507,93.33237457,0,688.3433838,75.36951447,19.2876091,0.478244007,9.545689583,-393.7546082,5.699976921,5.910007954,6.346384048
ADP UW Equity,Automatic Data Processing Inc,160,Information Technology,IT Services,30.00918579,48.6399498,17.82197077,25.41467667,16.7163105,22.37634659,42.93228149,0,46.03124237,5.033286095,5.872879982,--,5.553502083,--,0.037204001,0.101067998,1.020792961
ADPT UW Equity,Adaptive Biotechnologies Corp,27.48,Health Care,Life Sciences Tools & Services,-17.46580887,--,228.2846093,-82.98950195,--,-92.1477356,73.81716156,0,0,0,6.045409203,2.634885073,9.731854439,127.53582,7.366158962,7.528021812,7.823605061
ADRO UW Equity,Aduro Biotech Inc,3.27,Health Care,Biotechnology,-68.5186615,-74.47870636,-471.4257308,-547.78125,-624.3151855,-511.3148499,--,0,41.22077942,10.79435158,--,--,147.5945892,--,7.136299133,7.143134117,7.260282993
ADSK UW Equity,Autodesk Inc,184.82,Information Technology,Software,8.752925873,--,41.59362306,16.30882835,6.620207787,14.87823868,90.74835968,0,--,41.17942047,6.95697403,--,5.812710762,--,0.572719991,0.775348008,0.826075017
ADTN UW Equity,ADTRAN Inc,8,Information Technology,Communications Equipment,-14.9852953,-13.06899071,-2.257476026,-4.050289154,-10.86047935,-13.04896069,40.63150406,0,8.699194908,6.070979118,3.757365942,3.139564037,5.582056999,119.1898651,0.949473023,1.752686024,2.84187007
ADUS UW Equity,Addus HomeCare Corp,75.02,Health Care,Health Care Providers & Services,4.807294846,5.434821129,5.375985054,7.119013786,3.223076105,4.287321091,27.08197021,0,16.74617195,12.71260357,5.362888813,--,4.892168999,--,3.140929937,4.950501919,5.066145897
ADVM UQ Equity,Adverum Biotechnologies Inc,13.29,Health Care,Biotechnology,-31.78876305,-32.24082184,-3397.828784,-19482.1875,--,-6833.200195,--,0,16.70015907,13.34338856,--,--,--,--,9.127972603,9.127972603,9.444495201
ADXN UR Equity,Addex Therapeutics Ltd,10.46,Health Care,Biotechnology,-30.31476021,-30.95975494,0,-154.3356781,--,-613.5884399,--,0,1.225152016,1.041357994,--,--,50.742939,--,8.344002724,8.40900135,8.512253761
ADXS UW Equity,Advaxis Inc,0.8266,Health Care,Biotechnology,-57.41152191,-52.25378418,-173.2522505,-78.95517731,-237094.4375,-1028500,--,0,0,0,--,--,--,--,7.158371925,7.158371925,7.995797157
AEGN UW Equity,Aegion Corp,17.63,Industrials,Construction & Engineering,-0.048985001,-4.692215919,4.122296499,5.714556217,-1.512231946,-1.085937977,20.58500481,0,80.10080719,35.0083847,6.296360016,17.03247452,6.113308907,57.54675293,0.277191013,1.100141048,1.923658967
AEHR UR Equity,Aehr Test Systems,2,Information Technology,Semiconductors & Semiconductor Equipment,-17.59499168,-19.19740295,-27.59308511,-10.57338238,-22.82730293,3.636893034,46.58132172,0,15.92560101,10.46502113,1.853955984,1.383813977,5.014176846,278.8140564,0.835749984,1.660308957,3.289249897
AEIS UW Equity,Advanced Energy Industries Inc,61.23,Information Technology,Semiconductors & Semiconductor Equipment,5.336567879,10.11933041,2.941131735,10.20789719,10.87978458,6.563435078,33.197052,0,66.13072968,29.22704506,3.39555192,2.885898113,4.54717207,143.3383942,1.089666009,1.859380007,2.705749035
AEMD UR Equity,Aethlon Medical Inc,2.27,Health Care,Health Care Equipment & Supplies,-144.7672119,-172.5182343,-1869.758519,-1066.519775,--,-211.9697723,--,0,4.321743965,3.511101007,--,--,5.064195156,--,5.006886959,5.261915207,5.311693192
AERI UQ Equity,Aerie Pharmaceuticals Inc,16.76,Health Care,Pharmaceuticals,-63.21334839,-101.1161346,-240.7036973,-260.9231873,-317.0793762,-202.5307159,93.17029572,0,123.5429764,45.5703392,2.851000071,0.310146004,3.403443098,1015.618774,3.696322918,4.154839039,4.49911499
AESE UR Equity,Allied Esports Entertainment Inc,2.44,Consumer Discretionary,"Hotels, Restaurants & Leisure",-4.379711151,-5.358493805,0,5.241344929,--,-63.18922424,57.74660873,0,27.66456413,18.48817825,--,--,--,--,0.404222012,0.509925008,0.797514021
AEY UQ Equity,ADDvantage Technologies Group Inc,3.25,Information Technology,"Electronic Equipment, Instruments & Components",-13.22210503,-19.50350761,-9.815580841,-4.161986828,-10.36093616,-12.62480927,25.72618484,0,25.32732582,17.24006271,4.684318066,4.069732189,13.61899376,83.03079224,0.067115001,0.594403982,2.062460899
AEYE UR Equity,AudioEye Inc,3.8,Information Technology,Software,-139.3689423,-188.5655365,-29.23360729,-73.97270203,-87.85790253,-77.72385406,59.61344147,0,34.33982849,11.40781784,19.4349575,--,11.26537228,--,0.686019003,0.955780983,1.067520976
AEZS UR Equity,Aeterna Zentaris Inc,0.778,Health Care,Biotechnology,-246.0116882,--,25.35619955,-589.0870972,-2806.085449,-638.8692627,--,0,--,4.822806835,8.145298958,--,6.856114864,--,1.986467004,2.033284903,2.339612007
AFH UR Equity,Atlas Financial Holdings Inc,0.5776,Financials,Insurance,-2.442220926,-166.0964813,-16.35688068,--,-49.6401062,-162.6768494,--,0,425.6009827,5.15692997,--,--,--,--,--,--,--
AFIN UW Equity,American Finance Trust Inc,10.25,Real Estate,Equity Real Estate Investment Trusts (REITs),1.604184031,-0.188816994,0,55.6618309,-2.648542881,16.75827408,--,0,97.71934509,47.65955353,--,--,--,--,--,--,--
AFMD UQ Equity,Affimed NV,2.32,Health Care,Biotechnology,-33.43777466,-36.5420723,205.3802402,-26.49772453,-929.7623291,-587.6842651,--,0,17.04223442,4.428988934,--,--,30.61362839,--,2.057935953,2.098548889,2.728020906
AFYA UW Equity,Afya Ltd,24.49,Consumer Discretionary,Diversified Consumer Services,30.57313728,37.63948059,0,--,--,24.29102516,53.45775223,0,28.23509407,18.15113258,--,339.7906799,12.60188675,-44.02085876,0.341744006,0.66209501,0.732308984
AGBA UR Equity,Agba Acquisition Ltd,10.13,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,0,0,--,--,--,--,1.833034992,1.833034992,1.920956969
AGEN UR Equity,Agenus Inc,2.46,Health Care,Biotechnology,--,--,-366.1735214,-67.81451416,-308.6105957,-180.1554718,--,0,--,13.52234173,--,--,29.05778885,--,0.701583028,0.719093025,0.806225002
AGFS UW Equity,AgroFresh Solutions Inc,2.12,Materials,Chemicals,-0.345077991,-9.727208138,-0.644345754,27.89343071,-25.97018433,12.23352146,71.63276672,0,120.2972641,47.79294205,1.747444987,2.11156106,1.927144051,271.7676697,0.308443993,1.494339943,2.133522987
AGIO UW Equity,Agios Pharmaceuticals Inc,48.56,Health Care,Biotechnology,-58.70906067,-61.96564102,-324.6429541,-350.8938904,-345.9151306,-298.8967285,99.19017792,0,17.74504852,12.76038742,--,0.321220011,16.81094933,224.8378601,6.081400871,6.177776814,6.585535049
AGLE UQ Equity,Aeglea BioTherapeutics Inc,6.47,Health Care,Biotechnology,-120.4804306,-122.7427063,0,--,--,--,--,0,8.525157928,6.157507896,--,--,--,--,3.919003963,3.919003963,4.058228016
AGMH UR Equity,AGM Group Holdings Inc,15.16,Financials,Capital Markets,--,--,-56.54237049,--,--,--,--,0,--,--,--,--,--,--,--,--,--
AGNC UW Equity,AGNC Investment Corp,17.685,Financials,Mortgage Real Estate Investment Trusts (REITs),0.633158982,6.446314812,153.0479896,--,--,97.20982361,--,0,896.2322388,87.50552368,--,--,--,--,--,--,--
AGRX UR Equity,Agile Therapeutics Inc,2.33,Health Care,Pharmaceuticals,-56.90662766,-56.4510994,0,--,--,--,--,0,0.375997007,0.347193986,--,--,--,--,9.085374832,9.085374832,9.306718826
AGTC UQ Equity,Applied Genetic Technologies Corp/DE,4.43,Health Care,Biotechnology,-4.435805798,-2.255314112,-56.65355464,-7.38031292,-225.5627747,-10.43365574,--,0,0,0,--,--,--,--,8.764831543,8.764831543,9.009513855
AGYS UW Equity,Agilysys Inc,27.89,Information Technology,Software,-10.13697338,-10.60878086,1.231166839,4.260822773,-7.691836834,-6.421034813,50.16790771,0,14.53536415,8.200060844,6.312301159,44.90122604,4.972600937,41.57173157,0.669740975,1.145918965,1.347519994
AHCO UR Equity,AdaptHealth Corp,16.76,Health Care,Health Care Providers & Services,6.266076088,--,0,6.186231136,--,5.606784821,--,0,0.064443,76.19563293,--,--,13.47369003,--,0.511898994,1.035390019,1.207967997
AHPI UR Equity,Allied Healthcare Products Inc,18.24,Health Care,Health Care Equipment & Supplies,-24.11080933,-20.62800598,0.189098546,-7.019777775,-7.976092815,-20.69082642,18.4297905,0,10.11470985,6.464129925,3.437717915,3.291383982,9.858697891,120.4382324,0.063877001,0.596431017,2.006095886
AIH UQ Equity,Aesthetic Medical International Holdings,10.25,Health Care,Health Care Providers & Services,-4.774242878,--,-6.514988717,--,--,7.057345867,66.03639221,0,--,122.6035767,42.53700256,11.19725418,73.29058838,15.24481583,--,0.062817,1.651957035
AIHS UR Equity,Senmiao Technology Ltd,0.521,Financials,Consumer Finance,-40.46511459,-42.81409836,-215.1646849,-140.9766846,--,-152.3045502,37.96138763,0,10.42273521,7.095188141,3.184717894,2.403042078,17.9106884,--,1.337517023,1.424414992,3.036855936
AIMC UW Equity,Altra Industrial Motion Corp,26.48,Industrials,Machinery,4.777835846,6.747122765,11.13352598,20.45689964,5.337861061,11.78999805,35.61891937,0,84.27404785,37.81777573,5.857901096,5.192297935,7.292427063,68.75911713,0.492493004,1.208418965,1.964380026
AIMT UW Equity,Aimmune Therapeutics Inc,22.165,Health Care,Biotechnology,-109.4889374,-123.3324509,0,--,--,--,--,0,51.78612518,26.35918427,--,--,--,--,3.024636984,3.024636984,3.141902924
AIRG UR Equity,Airgain Inc,7.85,Information Technology,"Electronic Equipment, Instruments & Components",0.585798979,1.991250992,2.070363659,2.740329981,2.791352034,-0.690926015,44.35743713,0,0,0,12.06659317,23.90973663,7.599298,15.19326115,5.160971165,6.293682098,6.674211979
AIRT UQ Equity,Air T Inc,17.09,Industrials,Air Freight & Logistics,7.086209774,42.11140823,0.186974594,7.699521065,2.469074965,5.075034142,57.99181366,0,317.8500061,63.40142059,4.285068035,2.471483946,15.17103291,146.8272705,0.175219998,0.382481992,1.53479898
AKAM UW Equity,Akamai Technologies Inc,92.52,Information Technology,IT Services,8.862733841,13.95759678,17.14902145,39.58433151,15.86948681,17.52596474,66.61801147,0,73.03076935,38.12585068,11.7578907,--,7.925167084,--,2.216809988,2.785543919,3.218660116
AKBA UQ Equity,Akebia Therapeutics Inc,9.32,Health Care,Biotechnology,-77.53322601,-80.38970184,-47.70340133,-76.39565277,-73.20914459,-60.78150177,58.39938354,0,6.16196394,3.623023033,--,--,21.44196129,--,0.652540028,0.785429001,1.339954019
AKCA UW Equity,Akcea Therapeutics Inc,17.17,Health Care,Biotechnology,8.90841198,9.94769001,-314.5004394,-49.00931168,-187.7121124,29.97080994,98.18689728,0,0,0,--,3.552001953,41.53947067,-143.9769135,11.0403347,11.0403347,11.83163548
AKER UR Equity,Akers Biosciences Inc,2.77,Health Care,Health Care Equipment & Supplies,-101.2056885,-112.8615875,-515.474222,-303.8934631,-489.383606,-205.6711731,32.15259933,0,0,0,6.740665913,1.988168955,6.528096199,-36.89908218,2.33694911,2.505125046,3.143109083
AKRO UW Equity,Akero Therapeutics Inc,23.71,Health Care,Biotechnology,--,--,0,--,--,--,--,0,0,0,--,--,--,--,21.98290062,21.98290062,22.31568718
AKRX UW Equity,Akorn Inc,1.085,Health Care,Pharmaceuticals,-12.49833775,-66.8782196,-9.871503116,-16.55527496,-55.01573563,-27.10514832,36.85942841,0,370.3468323,67.33406067,2.497622013,2.500627995,4.750654221,186.5933533,0.146922007,0.283057004,0.487067014
AKTS UR Equity,Akoustis Technologies Inc,6.56,Information Technology,"Electronic Equipment, Instruments & Components",-51.93284988,-82.93717957,-1553.568954,-1461.479614,-2104.466309,-1529.922729,-51.93050385,0,47.4883461,30.28121376,--,16.15368843,2.59651494,-107.1513519,11.22645569,11.49975681,11.73470879
AKTX UR Equity,Akari Therapeutics PLC,1.89,Health Care,Pharmaceuticals,-189.9934845,-162.5124207,0,--,--,--,--,0,0,0,--,--,--,--,1.107329011,1.107329011,1.51564002
ALAC UR Equity,Alberton Acquisition Corp,10.48,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,1.015864015,0.968950987,--,--,--,--,0.850543976,0.850543976,0.850543976
ALBO UR Equity,Albireo Pharma Inc,22.17,Health Care,Biotechnology,-55.83663177,-58.12565613,-210.855573,-1721.345337,-1745.943726,-153.1799164,--,0,4.583463192,2.586796999,--,--,--,--,6.966972828,6.966972828,7.493078232
ALCO UW Equity,Alico Inc,32.32,Consumer Staples,Food Products,10.42503071,23.26342392,23.58426516,47.29861832,29.07291412,25.93366623,51.01317596,0,77.63661194,38.27273941,2.93403697,--,30.35449791,--,0.241214007,0.321763992,2.333594084
ALDX UR Equity,Aldeyra Therapeutics Inc,3.56,Health Care,Biotechnology,-124.8638153,-146.7124481,0,--,--,--,--,0,28.82189941,18.93619537,--,--,--,--,6.286688805,6.286688805,6.356767178
ALEC UW Equity,Alector Inc,29.12,Health Care,Biotechnology,-50.35444641,--,453.7341475,-388.2937317,--,-1266.654297,--,0,22.01228714,10.69886398,--,--,--,--,6.496235847,6.496235847,6.56498909
ALGN UW Equity,Align Technology Inc,229.37,Health Care,Health Care Equipment & Supplies,31.73808479,34.07201004,24.82815328,26.76840973,18.27261925,23.26146889,72.63272095,0,4.397665024,2.367335081,4.787329197,7.906148911,4.865654945,82.74274445,0.894596994,1.461341023,1.68225503
ALGR UR Equity,Allegro Merger Corp,10.29,Uncategorized,Uncategorized,-0.306136996,1.316038013,0,--,--,--,--,0,0,0,--,--,--,--,0.593423009,0.593423009,1.159904957
ALGT UW Equity,Allegiant Travel Co,124.44,Industrials,Airlines,12.25509834,29.06017876,-3.510930409,28.41918755,12.04817104,20.09482193,--,0,163.6357117,48.02057648,67.80464935,--,59.83955765,--,0.747352004,0.789004982,0.917786002
ALIM UQ Equity,Alimera Sciences Inc,6.49,Health Care,Pharmaceuticals,-17.25311089,--,-24.96912923,-4.881077766,-19.53520584,8.22573185,86.89762878,0,--,77.53483582,4.002746105,3.49196291,2.948510885,-208.5640717,0.782370985,2.386868954,2.717878103
ALJJ UQ Equity,ALJ Regional Holdings Inc,0.894,Information Technology,IT Services,-6.773293972,-24.35007858,1.78086012,5.800761223,-4.635428905,-2.070414066,16.2924881,0,129.503479,43.75680542,8.047736168,38.78439331,6.865962029,43.31826401,0.051442001,1.050173044,1.407508969
ALKS UW Equity,Alkermes PLC,20.36,Health Care,Biotechnology,-12.7043066,-17.42523575,-1.611089144,-7.785664082,-16.66026306,-2.406899929,88.73791504,0,26.80438042,16.1152935,3.618053913,1.879019976,4.263344765,190.4843903,1.367841005,2.025161982,2.459577084
ALLK UW Equity,Allakos Inc,58.85,Health Care,Biotechnology,-26.52533531,-25.1199398,0,--,--,--,--,0,0,0,--,--,--,--,37.9680748,37.9680748,38.27195358
ALLO UW Equity,Allogene Therapeutics Inc,27.44,Health Care,Biotechnology,-29.73900414,-27.71292686,0,--,--,--,--,0,0,0,--,--,--,--,15.02800274,15.02800274,15.28323364
ALLT UW Equity,Allot Ltd,10.14,Information Technology,Software,-7.402457237,-6.467876911,11.2479564,-4.299727917,-7.764923096,-6.281283855,67.99162292,0,5.28702879,3.239778996,3.821258068,3.074002028,3.996298075,102.802536,1.136937976,1.531916022,2.087265968
ALNA UW Equity,Allena Pharmaceuticals Inc,1.92,Health Care,Biotechnology,-88.1264801,-109.0224304,0,--,--,--,--,0,42.11424637,24.80651093,--,--,--,--,3.758486032,3.758486032,3.964436054
ALNY UW Equity,Alnylam Pharmaceuticals Inc,116.2,Health Care,Biotechnology,-60.4275589,-64.66449738,-190.4814562,-385.1877136,-545.0944214,-415.8326416,83.01363373,0,21.11800194,12.68501091,--,0.623309016,7.114988804,288.0907898,4.356744766,4.478728771,4.866402149
ALOT UQ Equity,AstroNova Inc,11.38,Information Technology,"Technology Hardware, Storage & Peripherals",6.86750412,7.712968826,0.537842921,9.667888641,3.851387024,1.341616988,36.90797806,0,30.70332909,18.45589638,2.928426981,2.723202944,6.39720583,170.5689087,0.160413995,0.953649998,2.341398954
ALPN UQ Equity,Alpine Immune Sciences Inc,3.17,Health Care,Biotechnology,-86.18674469,-104.3188782,-4100.851064,-5326.98584,--,-4051.903076,--,0,46.61364746,25.07916451,--,--,--,--,3.407547951,3.407547951,3.836600065
ALRM UW Equity,Alarm.com Holdings Inc,46.03,Information Technology,Software,11.87255669,16.90701866,5.531458328,16.98851204,9.9177351,10.64290237,62.58043289,0,29.40677834,19.34065819,7.731695175,6.424263,7.981427193,52.80147552,1.578323007,2.585948944,3.214909077
ALRN UR Equity,Aileron Therapeutics Inc,0.5801,Health Care,Biotechnology,-97.01269531,-104.763382,0,--,--,--,--,0,22.50175285,15.12134838,--,--,--,--,3.820940018,3.820940018,4.122121811
ALRS UR Equity,Alerus Financial Corp,18.95,Financials,Diversified Financial Services,10.50474644,13.7384882,26.04215246,--,--,18.56348991,--,0,77.31958008,6.988485813,--,--,--,--,--,--,--
ALSK UW Equity,Alaska Communications Systems Group Inc,2.07,Communication Services,Diversified Telecommunication Services,3.316906929,2.382702112,7.84538087,26.83040237,1.986140966,9.753416061,54.69997406,0,152.0084076,47.2687149,11.34372616,13.44787598,8.596118927,21.21911049,0.480461001,0.965844989,1.423923969
