Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","ROIC LF
","ROE LF
","Free Cash Flow Margin
","T12M EBITDA Mrgn LF
","Net Mrgn 5Yr Avg LF
","OPM LF
","GM LF
","Interest Coverage Ratio
","Debt/Equity LF
","Debt/Assets LF
","Modified Working Capital Turnover LF
","Inv Turnover LF
","A/R Trnovr LF
","Cash Conversion Cycle LF
","Cash Ratio LF
","Quick Ratio LF
","Curr Ratio LF
"
NWLI UW Equity,National Western Life Group Inc,243,Financials,Insurance,2.834779978,5.819805145,58.64495766,--,24.11355209,14.43239403,--,0,0,0,--,--,--,--,--,--,--
NWPX UW Equity,Northwest Pipe Co,30.27,Industrials,Construction & Engineering,10.11863804,11.9559164,12.28031233,15.51498795,7.785872936,16.99356461,23.42030525,0,3.840295076,3.0717659,5.212450981,6.629529953,7.71380806,73.55735779,0.74613899,1.660972953,4.69227314
NWS UW Equity,News Corp,11.33,Communication Services,Media,-0.822701991,-2.008560896,3.533849514,7.390679836,-0.863376975,6.615571022,45.54255676,0,26.92801476,16.74855614,6.125117779,14.47229576,5.692082882,55.81545258,0.466446996,1.042171001,1.363402963
NWSA UW Equity,News Corp,11.065,Communication Services,Media,-0.822701991,-2.008560896,3.533849514,7.390679836,-0.863376975,6.615571022,45.54255676,0,26.92801476,16.74855614,6.125117779,14.47229576,5.692082882,55.81545258,0.466446996,1.042171001,1.363402963
NXGN UW Equity,NextGen Healthcare Inc,12.18,Health Care,Health Care Technology,3.812483072,4.095534801,8.602668692,13.34448528,3.055718899,2.381298065,50.53361511,0,21.66821861,13.90603638,7.121456146,2560.362793,6.565162182,46.63722229,0.195720002,0.778213024,1.120448947
NXPI UW Equity,NXP Semiconductors NV,114.83,Information Technology,Semiconductors & Semiconductor Equipment,3.213857889,2.436578989,20.8065788,30.7423687,4.419771194,8.561494827,52.54237366,0,76.28171539,36.79556274,8.935077667,3.447186947,12.16860867,50.88402939,0.583473027,0.955891013,1.824120998
NXST UW Equity,Nexstar Media Group Inc,102.98,Communication Services,Media,4.272574902,11.85597038,7.237004018,33.14299393,9.566699028,23.31609154,60.76584625,0,425.101532,62.39881516,5.040287971,--,4.247220993,--,0.244913995,1.177755952,1.426581025
NXTC UW Equity,NextCure Inc,43.03,Health Care,Biotechnology,--,--,0,--,--,-612.8869019,--,0,2.929991007,2.437550068,--,--,--,--,14.60157108,14.60157108,15.00341129
NXTD UR Equity,NXT-ID Inc,0.38,Information Technology,Software,8.125494003,-131.3539886,-23.11184797,26.84745789,-85.73715973,16.34726715,75.08403015,0,154.7049713,48.6230011,--,2.597630978,81.94787598,-29.43980408,0.233283997,0.240953997,0.585617006
NYMT UW Equity,New York Mortgage Trust Inc,5.96,Financials,Mortgage Real Estate Investment Trusts (REITs),0.897616029,11.18157101,0,--,18.67783737,84.07489014,--,0,956.9525146,89.85542297,--,--,--,--,--,--,--
NYMX UR Equity,Nymox Pharmaceutical Corp,2.65,Health Care,Biotechnology,-272.0923157,-275.4697266,-2621.070234,--,-12578.04297,-6425.641113,58.9743576,0,3.787611008,2.867863894,2.634145975,2.484848022,13.5,--,4.291466236,4.295672894,4.338341236
OAS UR Equity,Oasis Petroleum Inc,1.27,Energy,"Oil, Gas & Consumable Fuels",1.865298033,-3.479799032,0.125451851,46.84627914,3.592377901,6.564678192,14.70002556,0,71.35848999,36.51140976,5.263494968,51.23959351,5.473491192,69.84319305,0.033204999,0.648881972,0.725432992
OBAS UQ Equity,Optibase Ltd,11.2,Real Estate,Real Estate Management & Development,0.772337973,-3.114566088,24.70496146,63.77894211,-9.34995842,38.39979935,82.49310303,0,186.6178436,57.00375748,43.24432755,--,43.24432755,--,1.178629994,1.215116978,1.266453028
OBCI UR Equity,Ocean Bio-Chem Inc,4.43,Consumer Staples,Household Products,8.328369141,9.463166237,-0.336599358,12.10710621,6.873557091,11.79460716,35.24131775,0,16.65211868,12.80126381,2.168068886,2.321273088,3.930716991,209.154129,0.499489009,2.927500963,6.504539967
OBLN UQ Equity,Obalon Therapeutics Inc,1.3,Health Care,Health Care Equipment & Supplies,-116.5774994,-163.5308685,-702.8345017,-668.5766602,-877.4784546,-632.1473999,20.33036804,0,7.11716795,5.531310081,1.404837966,1.678043008,5.68138504,--,3.534070969,3.605732918,4.585114002
OBNK UW Equity,Origin Bancorp Inc,28.89,Financials,Banks,6.035692215,9.378603935,37.12576079,--,--,30.22298813,--,0,71.23111725,8.016732216,--,--,--,--,--,--,--
OBSV UW Equity,ObsEva SA,2.825,Health Care,Biotechnology,-96.43895721,-111.083313,0,--,--,--,--,0,55.30793762,26.04889107,--,--,--,--,3.563282967,3.563282967,3.840816021
OCC UQ Equity,Optical Cable Corp,3.03,Information Technology,Communications Equipment,-15.22503281,-23.59945869,-1.081467916,-4.824975967,-6.918931961,-2.898629904,27.07945251,0,54.42194748,28.81951332,2.428045988,2.981118917,6.153874874,--,0.039430998,0.798775017,2.156008959
OCFC UW Equity,OceanFirst Financial Corp,19.58,Financials,Thrifts & Mortgage Finance,5.260322094,8.087187767,31.92234417,--,31.33756828,35.70557022,--,0,61.2853508,8.569979668,--,--,--,--,--,--,--
OCGN UR Equity,Ocugen Inc,0.48,Health Care,Biotechnology,--,--,0,--,--,--,--,0,--,6.227015018,--,--,--,--,0.432078004,0.432078004,0.644361973
OCUL UQ Equity,Ocular Therapeutix Inc,7.35,Health Care,Pharmaceuticals,-125.0115204,-273.6949463,-2568.643216,-3136.242432,-3194.772949,-2791.797363,2.774426937,0,516.5648804,65.80656433,--,3.215646982,3.655834913,-261.7919312,5.94402504,6.045251846,6.327669144
ODFL UW Equity,Old Dominion Freight Line Inc,201.24,Industrials,Road & Rail,18.98703957,21.36770058,12.27912802,26.45552826,15.06358814,18.65466499,27.46257973,0,3.619287014,2.790591955,12.15037537,--,9.959694862,--,1.102396965,2.188426018,2.367849112
ODP UW Equity,Office Depot Inc,2.27,Consumer Discretionary,Specialty Retail,3.079071999,4.605721951,2.02874049,7.748661995,0.637382984,2.950557947,22.76714516,0,104.0957184,30.9396801,8.558682442,7.804482937,8.426592827,42.1368103,0.225598007,0.756303012,1.114091992
ODT UW Equity,Odonate Therapeutics Inc,30.75,Health Care,Pharmaceuticals,-79.25868988,-78.11626434,0,--,--,--,--,0,1.271103024,1.092533946,--,--,--,--,7.28278017,7.28278017,7.422737122
OESX UR Equity,Orion Energy Systems Inc,4.485,Industrials,Electrical Equipment,45.93868256,48.36082077,-8.271740122,9.917092323,4.401155949,7.118455887,24.15836906,0,3.204863071,1.765427947,20.6373558,10.50472736,13.82664204,16.1912117,0.589833975,1.242328048,1.831133008
OFED UR Equity,Oconee Federal Financial Corp,25.7,Financials,Thrifts & Mortgage Finance,4.491177082,4.475913048,21.87536882,--,23.11561775,27.29510117,--,0,0,0,--,--,--,--,--,--,--
OFIX UW Equity,Orthofix Medical Inc,33.11,Health Care,Health Care Equipment & Supplies,-6.152814865,-8.585458755,2.834190301,1.802350044,-3.67723608,3.370537043,78.44255829,0,8.219613075,5.433598042,3.21735692,1.26355803,5.590391159,289.0446167,0.821353972,1.843997002,3.069555044
OFLX UQ Equity,Omega Flex Inc,84.2,Industrials,Machinery,25.39405632,26.84516144,17.66546952,21.43768692,16.55457878,15.60114193,63.16090012,0,0.996113002,0.75335902,4.705304146,4.512772083,6.444100857,114.8934174,2.398391962,3.23812604,3.895270109
OGI UW Equity,Organigram Holdings Inc,2.085,Health Care,Pharmaceuticals,-8.690158844,-14.19892502,-187.5816099,-32.24843597,6.17421484,0.61225301,37.14069748,0,26.36327934,18.46452713,0.854129016,0.52433902,7.54309082,--,0.696969986,0.973433971,3.915808916
OIIM UW Equity,O2Micro International Ltd,1.3,Information Technology,Semiconductors & Semiconductor Equipment,-11.50013256,-6.539866924,-14.84038652,--,-11.89249706,5.1732831,56.73814392,0,3.675971031,3.100034952,3.885962009,3.035002947,5.609538078,122.5511551,4.162687778,5.090093136,5.998744011
OKTA UW Equity,Okta Inc,128.14,Information Technology,IT Services,-17.27654839,-58.87474823,-1.161916975,-26.12937546,-33.6449585,-29.88166237,73.32409668,0,272.9544067,58.12739944,6.897273064,--,6.214862823,--,2.855920076,3.068669081,3.191093922
OLED UW Equity,Universal Display Corp,159.55,Information Technology,Semiconductors & Semiconductor Equipment,17.7083416,18.45338821,40.43985715,48.032341,32.78963089,33.90282059,82.10736084,0,1.047508955,0.758822024,3.791909933,1.214828968,7.823384762,289.3721313,4.000347137,4.374643803,4.906499863
OLLI UQ Equity,Ollie's Bargain Outlet Holdings Inc,45.95,Consumer Discretionary,Multiline Retail,12.48653126,14.84764099,4.18092167,15.92807674,9.823106766,10.92588615,40.75291443,0,32.86584473,21.62330055,5.092091084,2.321347952,816.875061,120.456604,0.053842999,0.059051,2.140010118
OMAB UW Equity,Grupo Aeroportuario del Centro Norte SAB,52.06,Industrials,Transportation Infrastructure,25.50810051,38.83229446,41.08486577,61.80949402,38.34562683,51.46083832,57.89545822,0,48.18681717,27.57700729,16.82954407,--,11.72656631,--,2.776563883,3.389986038,3.894541979
OMCL UW Equity,Omnicell Inc,84.43,Health Care,Health Care Technology,7.060912132,8.045007706,14.39354668,15.93162727,6.717663765,8.933835983,49.78130722,0,11.90991116,8.113167763,3.328109026,4.405564785,4.32719183,134.2283783,0.536759973,1.458134055,2.039012909
OMER UQ Equity,Omeros Corp,19.54,Health Care,Pharmaceuticals,-99.50235748,--,-54.02888958,-51.06569672,-83.05856323,-70.93395233,98.80001068,0,--,141.6634369,4.722093105,1.400810003,3.873509884,-746.3721924,1.096089005,1.728520036,1.87066102
OMEX UR Equity,Odyssey Marine Exploration Inc,3.5,Industrials,Commercial Services & Supplies,--,--,-197.2688112,-308.3049927,-278.2960815,-455.3733826,--,0,--,671.142334,--,--,7.082167149,--,0.00622,0.011608,0.018952999
OMP UW Equity,Oasis Midstream Partners LP,10.6,Energy,"Oil, Gas & Consumable Fuels",23.54369545,43.38380432,-26.43296039,66.2677002,27.36197662,60.57427216,92.22501373,0,76.69525909,40.16051483,7.888525963,--,4.823875904,--,0.049658,1.044963956,1.069519043
ON UW Equity,ON Semiconductor Corp,17.84,Information Technology,Semiconductors & Semiconductor Equipment,5.54507494,6.540712833,-1.93189438,19.25188828,5.287463188,9.908688545,34.6483078,0,112.1055298,44.22882843,4.190863132,2.884358883,7.933716774,110.1004715,0.491750985,0.879454017,1.660801053
ONB UW Equity,Old National Bancorp/IN,16.12,Financials,Banks,4.428248882,8.596356392,24.4353009,--,28.30881119,30.82924271,--,0,103.1998749,14.42179108,--,--,--,--,--,--,--
ONCS UR Equity,OncoSec Medical Inc,1.52,Health Care,Biotechnology,-154.720993,-160.3292389,0,--,--,--,--,0,11.52890873,7.584611893,--,--,--,--,2.291102886,2.291102886,2.792675972
ONCT UR Equity,Oncternal Therapeutics Inc,3.7,Health Care,Biotechnology,-155.1567383,-158.6309357,0,--,--,-909.7426758,--,0,1.239668965,0.898239017,--,--,--,--,3.411520958,3.411520958,3.553175926
ONCY UR Equity,Oncolytics Biotech Inc,2.78,Health Care,Biotechnology,-283.99823,-296.6347046,0,--,--,--,--,0,17.50539589,3.709722996,--,--,--,--,3.011499882,3.011499882,3.780240059
ONEM UW Equity,1Life Healthcare Inc,23.52,Health Care,Health Care Providers & Services,-26.18812943,--,-13.71886138,-16.50335121,--,-21.18037605,35.96892929,0,4.444086075,3.462563038,15.70680618,34.36285782,15.20377541,22.78695488,4.30641222,4.604718208,4.787911892
ONEW UQ Equity,OneWater Marine Inc,12.25,Uncategorized,Uncategorized,13.0217886,-34.91030502,-2.453379271,7.690198898,--,7.410685062,22.83553505,0,197.3134155,53.10306931,3.961590052,3.103996038,72.04394531,118.5155487,0.085408002,0.146009997,1.182767987
ONTX UR Equity,Onconova Therapeutics Inc,0.4615,Health Care,Pharmaceuticals,-907.7202759,--,-1848.208469,--,-6536.17334,-8092.063477,--,0,0,0,--,--,--,--,0.588069975,0.588069975,0.707611978
ONVO UR Equity,Organovo Holdings Inc,0.3344,Health Care,Biotechnology,-77.86919403,-71.0826416,-661.7275962,-831.9888916,-887.4972534,-1756.375854,95.63758087,0,0,0,--,0.817921996,8.078652382,923.8410034,12.92069626,12.9906702,13.19168758
OPB UW Equity,Opus Bank,23.09,Financials,Banks,4.252268791,5.82140398,28.3653687,--,17.15709305,41.70842361,--,0,30.32123947,4.169898987,--,--,--,--,--,--,--
OPBK UQ Equity,OP Bancorp,8.88,Financials,Thrifts & Mortgage Finance,11.8990593,12.39592743,206.1329197,--,29.83177757,40.57832336,--,0,7.203220844,0.858484983,--,--,--,--,--,--,--
OPCH UW Equity,Option Care Health Inc,14.25,Health Care,Health Care Providers & Services,-1.79459095,--,-4.793180449,3.967447042,-6.287326813,-1.903779984,22.37010574,0,146.5106201,52.30059052,7.666058064,12.81107807,5.200446129,44.53341675,0.165136993,1.217175007,1.705662966
OPES UR Equity,Opes Acquisition Corp,10.54,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--
OPGN UR Equity,OpGen Inc,3.11,Health Care,Biotechnology,-331.4890137,--,-380.8755842,-345.683075,-450.6124878,-528.4360352,29.25904846,0,--,57.1758194,--,3.480356932,9.920389175,-175.1473083,0.097355001,0.155991003,0.311684012
OPHC UR Equity,OptimumBank Holdings Inc,3.21,Financials,Banks,-3.313451052,-27.90214348,-6.709265176,--,-42.60292435,-37.23404312,--,0,401.7111816,16.13511658,--,--,--,--,--,--,--
OPI UW Equity,Office Properties Income Trust,31.28,Real Estate,Equity Real Estate Investment Trusts (REITs),1.71181798,1.741027951,22.5017836,59.2582016,-6.949801922,15.12323284,--,0,136.4396667,55.50320816,--,--,--,--,--,--,--
OPK UW Equity,OPKO Health Inc,2.01,Health Care,Biotechnology,-14.74057007,-18.4948082,-13.83456566,-13.96389675,-34.84716034,-50.15604019,36.55818176,0,13.07901859,9.145628929,7.233018875,12.40379524,6.034038067,45.45045471,0.343235999,0.343235999,1.300681949
OPNT UR Equity,Opiant Pharmaceuticals Inc,12.33,Health Care,Pharmaceuticals,30.40480232,32.01648712,-3.740275924,--,5.373154163,51.33472061,--,0,2.692527056,2.057146072,4.127057076,--,3.727849007,--,2.469374895,4.178009033,4.277966976
OPOF UR Equity,Old Point Financial Corp,25.38,Financials,Banks,4.584375858,7.423428059,25.0778582,--,15.45625496,19.44065475,--,0,45.92186356,4.779759884,--,--,--,--,--,--,--
OPRA UW Equity,Opera Ltd,8.16,Information Technology,Software,2.121733904,6.861429214,6.307557431,11.82452106,--,6.170432091,77.90357208,0,6.245738029,5.371764183,6.811616898,19.08952522,7.712088108,-101.1798706,1.412716985,1.796718001,3.253690958
OPRT UW Equity,Oportun Financial Corp,20.9,Financials,Consumer Finance,--,--,0,--,--,20.31477356,--,0,383.3207092,77.02018738,--,--,--,--,--,--,--
OPRX UR Equity,OptimizeRx Corp,6.95,Health Care,Health Care Technology,-8.849245071,-9.925904274,-7.108275158,-9.405675888,-10.80759525,-31.41640282,60.60950089,0,1.257591963,0.996114016,3.792558908,--,3.54547596,--,3.086801052,4.301374912,4.443993092
OPTN UW Equity,Optinose Inc,5.63,Health Care,Pharmaceuticals,-59.75686264,-119.0293121,-1323.524416,-356.5423584,-477.1469116,-159.7886658,88.79567719,0,171.3621521,51.07011032,5.062488079,0.68938899,4.945653915,-998.0473022,4.188304901,4.546958923,4.809492111
OPTT UR Equity,Ocean Power Technologies Inc,0.59,Industrials,Electrical Equipment,-145.2521362,-157.9563599,-1929.43038,-1395.144531,-1621.184204,-1583.823486,-41.17647171,0,13.14663219,9.260716438,1.776180983,--,1.181694031,--,3.168780088,3.46980691,3.989733934
ORBC UW Equity,ORBCOMM Inc,2.9,Communication Services,Diversified Telecommunication Services,-0.562029004,-7.495100021,3.314915096,22.85221672,-7.154418945,5.104618073,52.29327393,0,104.3963318,42.67926788,3.396086931,3.522222996,4.600254059,139.7664032,0.942993999,1.996124029,3.002137899
ORGO UR Equity,Organogenesis Holdings Inc,3.7,Health Care,Biotechnology,-16.66182709,-29.08797455,-32.35788244,-7.25308609,--,-12.86081123,70.23107147,0,787.3828735,57.74621964,18.99490738,7.240090847,14.53828907,--,0.404978007,1.011070013,1.425073981
ORGS UR Equity,Orgenesis Inc,4.28,Health Care,Biotechnology,-48.88310242,-115.0233231,-113.8461538,-69.56072235,-79.64907837,-48.51441574,30.22694969,0,58.40049744,25.85208321,--,10.94201279,6.497128963,-11.31465626,0.412674993,0.620983005,0.85264498
ORLY UW Equity,O'Reilly Automotive Inc,360.93,Consumer Discretionary,Specialty Retail,28.95754433,370.4471436,10.64456746,24.70909119,13.54267597,17.78120995,53.34664917,0,1475.28186,54.69625473,277.1251221,1.430714965,49.88430786,8.437943459,0.009041,0.057126001,0.857752025
ORMP UR Equity,Oramed Pharmaceuticals Inc,3.9,Health Care,Pharmaceuticals,--,--,-479.2822789,--,--,-360.3857422,--,0,0.617716014,0.34037599,--,--,--,--,6.492782116,6.492782116,6.624002934
ORRF UR Equity,Orrstown Financial Services Inc,18.1,Financials,Banks,4.214045048,8.53277874,24.1669398,--,14.88218689,21.07244492,--,0,111.8853836,10.48066711,--,--,--,--,--,--,--
ORSN UR Equity,Orisun Acquisition Corp,10,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,--,--,--,--,--,--,0.643711984,0.643711984,0.643711984
ORTX UW Equity,Orchard Therapeutics plc,11.52,Health Care,Biotechnology,--,--,-6784.639873,-6682.58252,--,-8239.664063,67.89916229,0,15.34494495,11.49841785,--,--,--,--,5.81835413,5.844171047,6.264251232
OSBC UW Equity,Old Second Bancorp Inc,10.27,Financials,Banks,7.855296135,15.56579113,43.34870637,--,29.29215813,38.39844513,--,0,74.09020233,7.81128788,--,--,--,--,--,--,--
OSIS UW Equity,OSI Systems Inc,80.57,Information Technology,"Electronic Equipment, Instruments & Components",9.913890839,14.80503082,7.757282498,14.70598221,6.431826115,10.78102589,36.27833557,0,68.38713837,29.29552078,2.856048107,2.728504896,5.000733852,154.2881012,0.247583002,0.917967975,1.688534021
OSMT UW Equity,Osmotica Pharmaceuticals PLC,5.39,Health Care,Pharmaceuticals,-58.92676544,-125.9163513,12.67138266,-119.1923065,-113.6734467,-187.8986816,58.27707291,0,193.3826294,55.44958115,4.041447163,4.73270607,4.61280489,101.838707,1.247148037,1.678012013,2.128774881
OSN UR Equity,Ossen Innovation Co Ltd,2.77,Materials,Metals & Mining,8.176166534,10.3693409,5.544995683,12.30261326,6.289859772,11.2354784,15.55221272,0,38.14719391,25.80039406,1.758224964,9.511439323,1.979578018,211.5156708,0.120725997,1.042083025,2.978519917
OSPN UR Equity,OneSpan Inc,16.09,Information Technology,Software,3.233095884,3.403928995,4.238912676,12.04698086,2.366544962,8.301057816,69.89704895,0,4.279583931,2.938086987,3.682854891,4.786520958,4.172048092,126.0594788,1.481426954,2.323451996,2.855355978
OSS UR Equity,One Stop Systems Inc,2.03,Information Technology,"Technology Hardware, Storage & Peripherals",-8.222921371,-7.874969006,-12.24177556,-3.538265944,-0.798722982,2.808475018,33.6697998,0,8.877986908,6.481483936,4.768681049,6.376242161,6.317467213,88.64919281,0.442021996,1.393901944,2.3514781
OSTK UQ Equity,Overstock.com Inc,6.33,Consumer Discretionary,Internet & Direct Marketing Retail,-58.72806168,-100.0477676,-9.201511645,-6.241056919,-9.283985138,-8.680521011,20.03693581,0,28.54952812,12.06475163,--,101.2491074,58.19917297,-12.89529228,0.447432995,0.567434013,0.715932012
OSUR UW Equity,OraSure Technologies Inc,5.98,Health Care,Health Care Equipment & Supplies,4.886871815,5.641100883,0.31693671,17.48714447,12.45081711,8.224611282,60.07691193,0,1.816079974,1.596930981,3.165929079,2.607214928,4.307146072,163.6978302,4.77907896,5.908537865,6.864243984
OSW UR Equity,OneSpaWorld Holdings Ltd,10.875,Consumer Discretionary,Diversified Consumer Services,-5.510867119,-13.20412064,0,1.565721035,--,3.908602953,12.47453976,0,34.71073914,24.55056763,--,--,--,--,0.379617989,0.946820021,1.98052299
OTEL UR Equity,Otelco Inc,9.2,Communication Services,Diversified Telecommunication Services,13.76681042,63.73060989,19.33916571,36.10887527,13.01966763,24.36873436,52.15074158,0,424.8623352,59.34639359,9.883041382,8.599173546,14.27043533,50.2763176,0.380385011,0.663483977,1.209578037
OTEX UW Equity,Open Text Corp,42.85,Information Technology,Software,6.576636791,8.393199921,28.32033408,37.4768486,11.71199989,23.94379234,69.88103485,0,95.00016785,39.99982834,6.26363802,--,5.821255207,--,0.311536014,0.554166973,0.624449015
OTIC UW Equity,Otonomy Inc,3.13,Health Care,Pharmaceuticals,-71.76856995,-51.13087463,-5225.503356,-6827.785156,--,-7467.833496,-52,0,18.51587105,36.48244858,--,315.3333435,6.930233002,-332.5310974,3.960182905,3.960182905,3.960182905
OTLK UR Equity,Outlook Therapeutics Inc,0.7841,Health Care,Biotechnology,--,--,-401.753018,-422.0090637,--,--,--,0,--,105.3655014,--,--,--,--,0.066344999,0.066344999,0.325419009
OTTR UW Equity,Otter Tail Corp,49.87,Utilities,Electric Utilities,7.200152874,11.5002861,-2.428268315,23.74510956,8.818709373,14.48329926,49.54422379,0,91.88861847,31.58403206,9.95763588,4.766201973,9.305392265,32.93365479,0.111726001,0.632740974,1.343199015
OTTW UR Equity,Ottawa Bancorp Inc,13.405,Financials,Thrifts & Mortgage Finance,3.945765972,3.742389917,28.8210887,--,16.94311523,26.26527214,--,0,17.88182449,3.017328978,--,--,--,--,--,--,--
OVBC UQ Equity,Ohio Valley Banc Corp,29.07,Financials,Banks,6.277012825,8.052737236,29.27236822,--,21.48714256,30.96499062,--,0,33.97124481,4.297365189,--,--,--,--,--,--,--
OVID UW Equity,Ovid therapeutics Inc,3.49,Health Care,Biotechnology,-142.6585999,-140.9487915,0,--,--,--,--,0,0,0,--,--,--,--,3.658704996,3.658704996,3.778635025
OVLY UR Equity,Oak Valley Bancorp,16.25,Financials,Banks,11.85543346,11.97837925,26.31007394,--,26.81174469,36.60806656,--,0,0,0,--,--,--,--,--,--,--
OXBR UR Equity,Oxbridge Re Holdings Ltd,1.37,Financials,Insurance,-65.32379913,-51.71824265,-174.0944882,--,-26.42932892,-203.3858337,--,0,0,0,--,--,--,--,--,--,--
OXFD UQ Equity,Oxford Immunotec Global PLC,13.32,Health Care,Health Care Equipment & Supplies,-1.447114944,-0.845925987,-87.35628337,-2.789309025,181.0546265,-10.57193279,78.3095932,0,4.083466053,3.709213972,4.042336941,2.045062065,6.458141804,192.8674774,13.1174469,14.10659218,15.6220417
OYST UW Equity,Oyster Point Pharma Inc,32.12,Health Care,Biotechnology,--,--,0,--,--,--,--,0,0.588500977,0.564209998,--,--,--,--,25.7727356,25.7727356,26.33450508
OZK UW Equity,Bank OZK,24.44,Financials,Banks,9.58913517,10.75427723,61.90522894,--,43.33617783,55.43945694,--,0,17.00301933,2.997592926,--,--,--,--,--,--,--
PAAC UR Equity,Proficient Alpha Acquisition Corp,10.19,Uncategorized,Uncategorized,-1.341421962,0.765352011,0,--,--,--,--,0,0,0,--,--,--,--,8.321350098,8.321350098,8.700588226
PAAS UW Equity,Pan American Silver Corp,22.31,Materials,Metals & Mining,3.604617119,7.112513065,5.642827477,29.1776886,1.504276991,8.27540493,24.3855381,0,12.81311703,9.134518623,4.640494823,3.766187906,9.606840134,92.28907776,0.877313972,1.498482943,2.903960943
PACB UW Equity,Pacific Biosciences of California Inc,3.705,Health Care,Life Sciences Tools & Services,-79.16439056,-99.57982635,-89.28056683,-95.69704437,-115.0938568,-64.1496582,46.3014679,0,112.3003845,41.6744957,4.550580025,3.611093044,7.618372917,95.72157288,0.99890101,1.309483051,1.648851991
PACQ UR Equity,Pure Acquisition Corp,10.49,Uncategorized,Uncategorized,-0.115813002,1.665305972,0,--,--,--,--,0,0,0,--,--,--,--,3.155289888,3.155289888,3.155289888
PACW UW Equity,PacWest Bancorp,31.29,Financials,Banks,6.9453578,9.477352142,49.04600883,--,40.2004509,53.71427536,--,0,47.68346024,8.825177193,--,--,--,--,--,--,--
PAE UR Equity,PAE Inc,10.68,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,0,0,--,--,--,--,0.448879004,0.448879004,0.50317502
PAHC UQ Equity,Phibro Animal Health Corp,26,Health Care,Pharmaceuticals,8.68496418,18.01064301,2.086727577,12.06686878,5.035235882,9.16257,32.28977966,0,182.6902466,50.38525009,2.932363033,2.878413916,5.580625057,151.7796326,0.511223018,1.513821006,3.029308081
PASG UW Equity,Passage Bio Inc,19.6,Uncategorized,Uncategorized,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--
PATI UW Equity,Patriot Transportation Holding Inc,12.21,Industrials,Road & Rail,2.697139978,3.289087057,0.78461312,9.614959717,3.040936947,1.820338964,34.48618317,0,0,0,22.0900135,77.24945831,15.04303265,12.46131134,1.725728035,2.472074032,3.899852991
PATK UW Equity,Patrick Industries Inc,49.84,Industrials,Building Products,10.18737984,19.76661682,7.04934615,10.44059658,4.075569153,6.547700882,18.07720375,0,154.6822815,52.31262207,9.150816917,7.267756939,27.48942375,45.58739471,0.745660007,1.213930011,2.764779091
PAVM UR Equity,PAVmed Inc,2.43,Health Care,Health Care Equipment & Supplies,-497.0469971,--,0,--,--,--,--,0,--,101.4900742,--,--,--,--,0.601469994,0.601469994,0.639248013
PAYS UR Equity,Paysign Inc,8.06,Information Technology,IT Services,48.26960754,50.45682144,67.19230437,20.7612896,17.36729622,25.33329773,59.57429123,0,0,0,46.70210648,--,46.70210648,--,0.257465005,0.288708001,1.423100948
PAYX UW Equity,Paychex Inc,78.87,Information Technology,IT Services,36.84689713,43.16866684,30.28230616,41.42803955,26.80507278,34.49076462,67.35641479,0,38.3786087,11.33226776,9.160799026,--,7.8510952,--,0.131635994,0.228010997,1.166669965
PBBI UR Equity,PB Bancorp Inc,15.16,Financials,Thrifts & Mortgage Finance,2.733200073,4.355025768,35.42636539,--,21.52801323,24.69332123,--,0,63.37164307,10.34164906,--,--,--,--,--,--,--
PBCT UW Equity,People's United Financial Inc,14.24,Financials,Banks,4.150835991,7.244064808,9.390257134,--,28.9018898,34.30656815,--,0,81.22986603,11.01812935,--,--,--,--,--,--,--
PBFS UR Equity,Pioneer Bancorp Inc/NY,13.36,Financials,Thrifts & Mortgage Finance,--,--,5.999750335,--,--,26.76297951,--,0,0,0,--,--,--,--,--,--,--
PBHC UR Equity,Pathfinder Bancorp Inc,14.45,Financials,Banks,2.794867992,4.614171982,11.11448938,--,12.95046329,25.09074974,--,0,108.8136673,9.18948555,--,--,--,--,--,--,--
PBIP UQ Equity,Prudential Bancorp Inc,16.75,Financials,Thrifts & Mortgage Finance,2.26314497,7.340545177,27.29753995,--,34.16279984,42.21602631,--,0,286.9387817,31.52004623,--,--,--,--,--,--,--
PBPB UW Equity,Potbelly Corp,4.23,Consumer Discretionary,"Hotels, Restaurants & Leisure",-12.74843788,-30.11221123,2.269791169,12.25363541,-5.679027081,-0.847158015,15.58593369,0,336.573761,70.8094101,88.9514389,102.0230255,78.63044739,3.9898839,0.296186,0.391745001,0.603218019
PBTS UR Equity,Powerbridge Technologies Co Ltd,2.81,Information Technology,Software,--,--,2.637495499,--,--,--,--,0,--,--,--,--,--,--,--,--,--
PBYI UW Equity,Puma Biotechnology Inc,11.39,Health Care,Biotechnology,-28.86734772,-292.051239,8.106221994,-10.06582546,-34.10844803,-13.83147907,83.94276428,0,688.4785156,51.18196869,34.90901947,12.69128609,10.96208858,-132.9091644,1.229058981,1.547166944,1.830708027
