Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","P/FCF LF
","P/B LF
","P/S LF
","P/E LF
"
ADNT UN Equity,Adient PLC,19.89,Consumer Discretionary,Auto Components,7.652760029,1.14349401,0.121991999,13.02929592
ADP UW Equity,Automatic Data Processing Inc,159.76,Information Technology,IT Services,27.30023384,13.72416306,5.08702898,29.84431839
ADPT UW Equity,Adaptive Biotechnologies Corp,27.45,Health Care,Life Sciences Tools & Services,10.65594006,6.561943054,24.32587242,--
ADRO UW Equity,Aduro Biotech Inc,3.305,Health Care,Biotechnology,--,1.040212989,5.169671059,--
ADSK UW Equity,Autodesk Inc,183.34,Information Technology,Software,31.7729969,--,13.21043491,221.3339691
ADSW UN Equity,Advanced Disposal Services Inc,32.985,Industrials,Commercial Services & Supplies,38.22177124,3.197868109,1.802790999,286.7636719
ADT UN Equity,ADT Inc,6.245,Industrials,Commercial Services & Supplies,2.786973953,1.267169952,0.938678026,--
ADTN UW Equity,ADTRAN Inc,7.93,Information Technology,Communications Equipment,--,1.248383999,0.892432988,--
ADUS UW Equity,Addus HomeCare Corp,74.98,Health Care,Health Care Providers & Services,95.71906281,2.624572039,1.76276803,40.80596924
ADVM UQ Equity,Adverum Biotechnologies Inc,13.25,Health Care,Biotechnology,--,2.143357992,1092.284424,--
AEE UN Equity,Ameren Corp,85.34,Utilities,Multi-Utilities,--,2.346216917,3.191400051,22.92537308
AEGN UW Equity,Aegion Corp,17.45,Industrials,Construction & Engineering,13.68924141,1.60631597,0.573309004,--
AEIS UW Equity,Advanced Energy Industries Inc,60.96,Information Technology,Semiconductors & Semiconductor Equipment,117.5275955,4.035810947,3.456248045,37.92093277
AEL UN Equity,American Equity Investment Life Holding,24.14,Financials,Insurance,0.611616015,0.653901994,1.356619954,18.53925705
AEO UN Equity,American Eagle Outfitters Inc,11.85,Consumer Discretionary,Specialty Retail,13.90289307,1.926962972,0.566163003,9.717819214
AEP UN Equity,American Electric Power Co Inc,97.9,Utilities,Electric Utilities,--,2.373759985,2.998295069,23.63525772
AERI UQ Equity,Aerie Pharmaceuticals Inc,16.645,Health Care,Pharmaceuticals,--,6.726871014,15.72130489,--
AES UN Equity,AES Corp/VA,16.605,Utilities,Independent Power and Renewable Electricity Producers,215.6247253,4.41009903,1.296340942,14.01404476
AFG UN Equity,American Financial Group Inc/OH,91.64,Financials,Insurance,4.102260113,1.579486012,1.199553967,13.20535946
AFI UN Equity,Armstrong Flooring Inc,2.02,Industrials,Building Products,10.75965023,0.34217599,0.163344994,--
AFIN UW Equity,American Finance Trust Inc,10.2,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.854520977,4.70675993,--
AFL UN Equity,Aflac Inc,41.29,Financials,Insurance,7.200137138,1.327648044,1.760632992,11.87590313
AFMD UQ Equity,Affimed NV,2.3,Health Care,Biotechnology,4.290692806,9.246713638,4.296391964,--
AGCO UN Equity,AGCO Corp,60.53,Industrials,Machinery,13.69666576,2.042953014,0.651080012,17.34963989
AGE UA Equity,AgeX Therapeutics Inc,1.09,Health Care,Biotechnology,--,17.00669289,48.40893555,--
AGEN UR Equity,Agenus Inc,2.425,Health Care,Biotechnology,--,--,2.770194054,--
AGIO UW Equity,Agios Pharmaceuticals Inc,48.55,Health Care,Biotechnology,--,5.099156857,24.35756493,--
AGLE UQ Equity,Aeglea BioTherapeutics Inc,6.57,Health Care,Biotechnology,--,3.698425055,--,--
AGM UN Equity,Federal Agricultural Mortgage Corp,71.6,Financials,Thrifts & Mortgage Finance,--,1.566709042,1.341009974,8.944684029
AGN UN Equity,Allergan PLC,192.71,Health Care,Pharmaceuticals,9.156060219,1.079844952,3.90854001,3825.46582
AGNC UW Equity,AGNC Investment Corp,17.66,Financials,Mortgage Real Estate Investment Trusts (REITs),8.09651947,0.948909998,3.274736881,15.37391281
AGO UN Equity,Assured Guaranty Ltd,41.86,Financials,Insurance,--,0.688709021,4.81577301,12.62208462
AGR UN Equity,Avangrid Inc,51.41,Utilities,Electric Utilities,--,1.037521005,2.498214006,25.46663475
AGS UN Equity,PlayAGS Inc,6.58,Consumer Discretionary,"Hotels, Restaurants & Leisure",18.52296448,3.221867085,1.410166979,34.12988663
AGX UN Equity,Argan Inc,40.47,Industrials,Construction & Engineering,--,1.686095953,2.28314805,--
AGYS UW Equity,Agilysys Inc,27.82,Information Technology,Software,96.71659088,6.201220989,3.736110926,--
AHH UN Equity,Armada Hoffler Properties Inc,17.78,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.990500927,4.45113802,42.13363647
AHT UN Equity,Ashford Hospitality Trust Inc,1.925,Real Estate,Equity Real Estate Investment Trusts (REITs),11.14119816,--,0.185337007,--
AI UN Equity,Arlington Asset Investment Corp,5.74,Financials,Mortgage Real Estate Investment Trusts (REITs),4.300642967,0.709881008,1.554620981,--
AIG UN Equity,American International Group Inc,40.22,Financials,Insurance,--,0.685186982,0.904645026,12.8887558
AIMC UW Equity,Altra Industrial Motion Corp,26.51,Industrials,Machinery,11.41692829,1.209748983,1.269883037,18.18169022
AIMT UW Equity,Aimmune Therapeutics Inc,22.19,Health Care,Biotechnology,--,20.52106476,--,--
AIN UN Equity,Albany International Corp,64.48,Industrials,Machinery,18.44057465,3.510641098,2.326039076,18.43082047
AIR UN Equity,AAR Corp,37.5,Industrials,Aerospace & Defense,23.4289608,1.69283998,0.703013003,16.95539093
AIRG UR Equity,Airgain Inc,7.88,Information Technology,"Electronic Equipment, Instruments & Components",90.42829132,2.160360098,1.856688976,88.49118042
AIT UN Equity,Applied Industrial Technologies Inc,54.39,Industrials,Trading Companies & Distributors,13.13035774,2.680655003,0.744825006,16.18720055
AIV UN Equity,Apartment Investment & Management Co,49.79,Real Estate,Equity Real Estate Investment Trusts (REITs),--,4.318604946,8.323511124,--
AIZ UN Equity,Assurant Inc,119.68,Financials,Insurance,3.090722084,1.465224981,0.804813981,14.91905212
AJG UN Equity,Arthur J Gallagher & Co,100.91,Financials,Insurance,18.12981796,3.474495888,2.460936069,26.05059242
AJRD UN Equity,Aerojet Rocketdyne Holdings Inc,49.44,Industrials,Aerospace & Defense,16.16353226,6.120197773,1.778960943,34.7315712
AJX UN Equity,Great Ajax Corp,14.05,Financials,Mortgage Real Estate Investment Trusts (REITs),--,0.944076002,2.340116978,9.198015213
AKAM UW Equity,Akamai Technologies Inc,92.15,Information Technology,IT Services,28.30738258,3.825531006,4.856332779,28.82505035
AKBA UQ Equity,Akebia Therapeutics Inc,9.39,Health Care,Biotechnology,--,0.99654299,1.261863947,--
AKCA UW Equity,Akcea Therapeutics Inc,17.07,Health Care,Biotechnology,--,2.929421902,2.912642956,33.02253723
AKR UN Equity,Acadia Realty Trust,22.93,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.463533044,7.370457172,85.54593658
AKRO UW Equity,Akero Therapeutics Inc,23.53,Health Care,Biotechnology,--,4.531253815,--,--
AKRX UW Equity,Akorn Inc,1.04,Health Care,Pharmaceuticals,--,0.807618976,0.27690199,--
AKS UN Equity,AK Steel Holding Corp,2.125,Materials,Metals & Mining,14.62077332,6.8710289,0.163360998,33.26962662
AKTS UR Equity,Akoustis Technologies Inc,6.54,Information Technology,"Electronic Equipment, Instruments & Components",--,6.555168152,130.5243683,--
AL UN Equity,Air Lease Corp,35,Industrials,Trading Companies & Distributors,--,1.002393007,2.637335062,8.664242744
ALB UN Equity,Albemarle Corp,84.85,Materials,Chemicals,--,1.969650984,2.156014919,12.40946293
ALBO UR Equity,Albireo Pharma Inc,22.17,Health Care,Biotechnology,--,3.478825092,33.2599144,--
ALCO UW Equity,Alico Inc,32.32,Consumer Staples,Food Products,7.707516193,1.377150059,2.028047085,14.37231064
ALDX UR Equity,Aldeyra Therapeutics Inc,3.55,Health Care,Biotechnology,--,2.812340021,--,--
ALE UN Equity,ALLETE Inc,74.19,Utilities,Electric Utilities,--,1.872957945,3.379482031,25.37175369
ALEC UW Equity,Alector Inc,28.91,Health Care,Biotechnology,--,4.546742916,13.74141693,--
ALEX UN Equity,Alexander & Baldwin Inc,17.15,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.34691,3.476830006,801.0089111
ALG UN Equity,Alamo Group Inc,116,Industrials,Machinery,25.70727158,2.571567059,1.315878034,22.72056007
ALGN UW Equity,Align Technology Inc,229.02,Health Care,Health Care Equipment & Supplies,37.03680038,16.25794792,9.205217361,53.10559464
ALGT UW Equity,Allegiant Travel Co,125,Industrials,Airlines,--,3.211381912,1.515270948,12.40710163
ALK UN Equity,Alaska Air Group Inc,43.74,Industrials,Airlines,8.142219543,1.924098969,0.951169014,10.53033733
ALKS UW Equity,Alkermes PLC,20.26,Health Care,Biotechnology,--,2.965327978,2.737776041,--
ALL UN Equity,Allstate Corp/The,107.25,Financials,Insurance,7.849943161,1.51452601,0.825874984,11.07852173
ALLE UN Equity,Allegion plc,121.88,Industrials,Building Products,27.45657349,15.24664307,4.08438015,25.47857666
ALLK UW Equity,Allakos Inc,58.96,Health Care,Biotechnology,--,9.361639023,--,--
ALLO UW Equity,Allogene Therapeutics Inc,27.35,Health Care,Biotechnology,--,5.034813881,--,--
ALLY UN Equity,Ally Financial Inc,24.62,Financials,Consumer Finance,696.9603271,0.793533981,1.033843994,7.711774826
ALNY UW Equity,Alnylam Pharmaceuticals Inc,116.16,Health Care,Biotechnology,--,8.980859756,57.19394684,--
ALOT UQ Equity,AstroNova Inc,11.38,Information Technology,"Technology Hardware, Storage & Peripherals",320.7072754,1.570302963,0.810514987,21.68010139
ALRM UW Equity,Alarm.com Holdings Inc,45.88,Information Technology,Software,75.04560852,5.884054184,4.143239021,35.95087814
ALRS UR Equity,Alerus Financial Corp,18.95,Financials,Diversified Financial Services,5.716270924,1.346380949,1.391106963,11.96335125
ALSN UN Equity,Allison Transmission Holdings Inc,39.21,Industrials,Machinery,8.751272202,7.811089993,2.185067892,9.828457832
ALTM UQ Equity,Altus Midstream Co,1.395,Energy,"Oil, Gas & Consumable Fuels",--,2.07012105,1.578057051,0.32593599
ALTR UW Equity,Altair Engineering Inc,31.12,Information Technology,Software,116.8983917,7.28158617,5.596627235,--
ALX UN Equity,Alexander's Inc,311.16,Real Estate,Equity Real Estate Investment Trusts (REITs),14.49813271,6.655200958,7.469833851,28.16319466
ALXN UW Equity,Alexion Pharmaceuticals Inc,93.53,Health Care,Biotechnology,12.50157166,2.12331605,4.833621025,11.61780262
AM UN Equity,Antero Midstream Corp,4.065,Energy,"Oil, Gas & Consumable Fuels",5.539142132,1.168753982,4.525966167,9.047595024
AMAG UW Equity,AMAG Pharmaceuticals Inc,7.66,Health Care,Biotechnology,--,1.446141958,1.262812972,--
AMAL UQ Equity,Amalgamated Bank,15.67,Financials,Banks,12.81113529,1.250241995,2.868571043,13.04187489
AMAT UW Equity,Applied Materials Inc,58.64,Information Technology,Semiconductors & Semiconductor Equipment,19.1975441,6.579445839,3.823565006,19.89553642
AMBA UW Equity,Ambarella Inc,50.62,Information Technology,Semiconductors & Semiconductor Equipment,36.52622986,4.427502155,8.562072754,--
AMBC UN Equity,Ambac Financial Group Inc,18.51,Financials,Insurance,--,0.567942023,1.96102798,--
AMC UN Equity,AMC Entertainment Holdings Inc,4.83,Communication Services,Entertainment,12.36053944,0.619233012,0.137408003,--
AMCX UW Equity,AMC Networks Inc,27.3,Communication Services,Media,5.670129776,3.296427965,0.725530028,4.406195164
AMD UW Equity,Advanced Micro Devices Inc,47.73,Information Technology,Semiconductors & Semiconductor Equipment,205.4185791,19.11234474,7.523264885,100.7828217
AME UN Equity,AMETEK Inc,88.18,Industrials,Electrical Equipment,22.45818329,4.466573238,4.403695107,26.59733391
AMED UW Equity,Amedisys Inc,166.03,Health Care,Health Care Providers & Services,27.66799164,8.414168358,2.74354291,39.27449799
AMEH UR Equity,Apollo Medical Holdings Inc,16,Health Care,Health Care Providers & Services,263.1322632,3.216942072,1.241912961,80.14628601
AMG UN Equity,Affiliated Managers Group Inc,69.9,Financials,Capital Markets,4.613283157,1.687587976,1.911874056,206.6829224
AMGN UW Equity,Amgen Inc,210.99,Health Care,Biotechnology,17.03873444,14.72887135,6.239820957,18.51967812
AMH UN Equity,American Homes 4 Rent,28.53,Real Estate,Equity Real Estate Investment Trusts (REITs),33.09280396,1.77067399,6.863668919,190.2363281
AMK UN Equity,Assetmark Financial Holdings Inc,25.85,Financials,Capital Markets,--,2.032962084,--,--
AMKR UW Equity,Amkor Technology Inc,10.23,Information Technology,Semiconductors & Semiconductor Equipment,34.27549362,1.594135046,0.769104004,26.18692207
AMN UN Equity,AMN Healthcare Services Inc,74.34,Health Care,Health Care Providers & Services,15.34472466,3.951515913,1.309628963,23.01544952
AMNB UW Equity,American National Bankshares Inc,31.08,Financials,Banks,18.75842285,1.367962003,3.863045931,13.63746834
AMOT UQ Equity,Allied Motion Technologies Inc,37.5,Industrials,Electrical Equipment,32.80919266,2.978804111,0.926490009,20.07663345
AMP UN Equity,Ameriprise Financial Inc,133.05,Financials,Capital Markets,10.23243141,3.60373497,1.731609941,10.44298172
AMPH UW Equity,Amphastar Pharmaceuticals Inc,15.66,Health Care,Pharmaceuticals,331.9494324,2.403600931,2.824829102,140.4122467
AMPY UN Equity,Amplify Energy Corp,2.9,Energy,"Oil, Gas & Consumable Fuels",--,0.51383698,1.053169966,--
AMRC UN Equity,Ameresco Inc,22.23,Industrials,Construction & Engineering,--,1.880220056,0.941923022,19.14734268
AMRS UW Equity,Amyris Inc,3.57,Materials,Chemicals,--,--,3.835150957,--
AMRX UN Equity,Amneal Pharmaceuticals Inc,3.665,Health Care,Pharmaceuticals,2.668070078,1.863798022,0.390303999,--
AMSC UW Equity,American Superconductor Corp,7.17,Industrials,Electrical Equipment,--,2.324347973,2.698594093,--
AMSF UW Equity,AMERISAFE Inc,66.47,Financials,Insurance,--,2.962238073,3.431634903,14.26865768
AMSWA UW Equity,American Software Inc/GA,16.22,Information Technology,Software,20.55277061,3.759166002,4.182900906,59.72000122
AMT UN Equity,American Tower Corp,244.58,Real Estate,Equity Real Estate Investment Trusts (REITs),36.8170929,20.13391113,13.41057873,53.69814301
AMTB UW Equity,Amerant Bancorp Inc,17.98,Financials,Banks,10.53249359,1.127930999,2.384366035,17.82897377
AMTD UW Equity,TD Ameritrade Holding Corp,35.955,Financials,Capital Markets,6.66813612,3.073934078,4.721308231,14.18200874
AMWD UW Equity,American Woodmark Corp,88.1,Industrials,Building Products,12.33142853,2.688416004,1.118314981,25.42074013
AMZN UW Equity,Amazon.com Inc,1915.54,Consumer Discretionary,Internet & Direct Marketing Retail,42.27616501,14.82797813,3.254057884,80.30595398
AN UN Equity,AutoNation Inc,42.4,Consumer Discretionary,Specialty Retail,8.771859169,1.37410295,0.205697,10.28797245
ANAB UW Equity,AnaptysBio Inc,18.15,Health Care,Biotechnology,--,1.093543053,54.99377441,--
ANAT UW Equity,American National Insurance Co,96.36,Financials,Insurance,6.57603693,0.570960999,0.941881001,6.326031208
ANDE UW Equity,Andersons Inc/The,18.49,Consumer Staples,Food & Staples Retailing,10.55177784,0.865758002,0.101198003,21.71819305
ANET UN Equity,Arista Networks Inc,196.5,Information Technology,Communications Equipment,16.39066315,5.367601871,6.438848019,23.54894638
ANF UN Equity,Abercrombie & Fitch Co,11.91,Consumer Discretionary,Specialty Retail,35.46043015,0.96954,0.289808005,12.43989182
ANGO UW Equity,AngioDynamics Inc,11.11,Health Care,Health Care Equipment & Supplies,21.35500908,0.951380014,1.974306941,--
ANH UN Equity,Anworth Mortgage Asset Corp,3.26,Financials,Mortgage Real Estate Investment Trusts (REITs),6.821485043,0.74694401,2.742038965,16.17862701
ANIK UW Equity,Anika Therapeutics Inc,42.55,Health Care,Biotechnology,24.75806808,2.571121931,6.382118225,25.61747551
ANIP UQ Equity,ANI Pharmaceuticals Inc,42.69,Health Care,Pharmaceuticals,13.82927036,3.50415206,3.53489995,54.49430084
ANTM UN Equity,Anthem Inc,283.53,Health Care,Health Care Providers & Services,15.55251789,2.407655001,0.744108021,16.36279106
AOBC UW Equity,American Outdoor Brands Corp,10.29,Consumer Discretionary,Leisure Products,--,0.872959018,0.628915012,24.70238495
AON UN Equity,Aon PLC,214.09,Financials,Insurance,30.61561394,14.32417965,4.514047146,21.00331497
AOS UN Equity,AO Smith Corp,41.25,Industrials,Building Products,20.05508041,4.640852928,2.638972044,21.36322975
AOSL UW Equity,Alpha & Omega Semiconductor Ltd,10.355,Information Technology,Semiconductors & Semiconductor Equipment,--,1.140532017,0.729200006,34.28018951
APA UN Equity,Apache Corp,24.09,Energy,"Oil, Gas & Consumable Fuels",--,2.956511021,1.501672029,45.46795273
APAM UN Equity,Artisan Partners Asset Management Inc,26.52,Financials,Capital Markets,5.866625786,18.15563774,2.266666889,13.39127922
APD UN Equity,Air Products & Chemicals Inc,232.23,Materials,Chemicals,54.72205734,4.487473011,5.792381763,27.67434883
APEI UW Equity,American Public Education Inc,22.24,Consumer Discretionary,Diversified Consumer Services,8.787729263,1.160681009,1.265633941,17.49727821
APH UN Equity,Amphenol Corp,92.91,Information Technology,"Electronic Equipment, Instruments & Components",26.66032028,7.116906166,3.913929939,28.36149025
APLE UN Equity,Apple Hospitality REIT Inc,12.41,Real Estate,Equity Real Estate Investment Trusts (REITs),11.86463737,1.105365992,2.872674942,21.09797859
APLS UW Equity,Apellis Pharmaceuticals Inc,36.36,Health Care,Biotechnology,--,57.19544983,--,--
APLT UQ Equity,Applied Therapeutics Inc,40.46,Health Care,Biotechnology,--,6.12432909,--,--
APOG UW Equity,Apogee Enterprises Inc,29.67,Industrials,Building Products,87.71974945,1.971699953,0.729317009,14.0967083
APPF UQ Equity,Appfolio Inc,119.24,Information Technology,Software,105.7219925,25.83603668,14.61037254,107.7941208
APPN UQ Equity,Appian Corp,48.36,Information Technology,Software,--,12.56085873,9.461759567,--
APPS UR Equity,Digital Turbine Inc,6.99,Information Technology,Software,32.32559967,10.93916798,4.671944141,--
APRE UW Equity,Aprea Therapeutics Inc,35.96,Health Care,Biotechnology,--,--,--,--
APTS UN Equity,Preferred Apartment Communities Inc,9.6,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.320317,1.253641963,--
APTV UN Equity,Aptiv PLC,78.78,Consumer Discretionary,Auto Components,28.76686859,6.3484478,1.698812962,19.77185249
APY UN Equity,Apergy Corp,16.83,Energy,Energy Equipment & Services,22.52897263,2.53441596,2.306612015,33.89735413
APYX UW Equity,Apyx Medical Corp,6.49,Health Care,Health Care Equipment & Supplies,--,2.997766018,8.796030998,--
AQUA UN Equity,Evoqua Water Technologies Corp,19.96,Industrials,Machinery,97.46630096,5.303352833,1.630120993,70.21899414
AR UN Equity,Antero Resources Corp,1.33,Energy,"Oil, Gas & Consumable Fuels",--,0.120995998,0.204561993,--
ARA UN Equity,American Renal Associates Holdings Inc,8.2,Health Care,Health Care Providers & Services,8.563062668,--,0.247039005,282.2310486
ARAY UW Equity,Accuray Inc,2.96,Health Care,Health Care Equipment & Supplies,--,4.548833847,0.610686004,--
ARCB UW Equity,ArcBest Corp,19.28,Industrials,Road & Rail,8.87396431,0.918968976,0.235848993,10.94466305
ARCH UN Equity,Arch Coal Inc,45.29,Energy,"Oil, Gas & Consumable Fuels",7.926523209,1.694782972,0.505326986,5.740334988
ARD UN Equity,Ardagh Group SA,18.23,Materials,Containers & Packaging,13.30050945,--,0.593509972,--
ARDX UQ Equity,Ardelyx Inc,6.39,Health Care,Biotechnology,--,6.012256145,94.73552704,--
ARE UN Equity,Alexandria Real Estate Equities Inc,159.93,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.201590061,11.8430748,44.70778275
ARES UN Equity,Ares Management Corp,35.72,Financials,Capital Markets,--,6.956550121,1.771970034,36.21754456
ARGO UN Equity,Argo Group International Holdings Ltd,50.09,Financials,Insurance,--,1.267423987,1.141350985,--
ARI UN Equity,Apollo Commercial Real Estate Finance In,16.35,Financials,Mortgage Real Estate Investment Trusts (REITs),9.87518692,1.141211987,5.58702898,13.22099209
ARL UN Equity,American Realty Investors Inc,12.13,Real Estate,Real Estate Management & Development,--,1.029625058,4.062146187,--
ARLO UN Equity,Arlo Technologies Inc,2.88,Information Technology,"Electronic Equipment, Instruments & Components",--,1.568812966,0.855701983,--
ARMK UN Equity,Aramark,33.16,Consumer Discretionary,"Hotels, Restaurants & Leisure",27.09618378,3.152275085,0.663680017,26.73100281
ARNA UW Equity,Arena Pharmaceuticals Inc,48.93,Health Care,Biotechnology,3.97548008,2.126775026,2.786891937,5.775234222
ARNC UN Equity,Arconic Inc,26.8,Industrials,Aerospace & Defense,--,2.925700903,0.966596007,14.93087006
AROC UN Equity,Archrock Inc,6.315,Energy,Energy Equipment & Services,--,1.404670954,1.424381971,10.50337791
AROW UW Equity,Arrow Financial Corp,31.54,Financials,Banks,15.61962891,1.878924966,4.083017826,15.09303761
ARR UN Equity,ARMOUR Residential REIT Inc,19.47,Financials,Mortgage Real Estate Investment Trusts (REITs),--,0.89725697,14.32409859,--
ARTNA UW Equity,Artesian Resources Corp,35.02,Utilities,Water Utilities,--,2.189466,4.185146809,23.125
ARVN UW Equity,Arvinas Inc,50.18,Health Care,Pharmaceuticals,--,5.313073158,16.77799416,--
ARW UN Equity,Arrow Electronics Inc,67.59,Information Technology,"Electronic Equipment, Instruments & Components",9.677095413,1.419752955,0.244880006,10.63833809
ARWR UW Equity,Arrowhead Pharmaceuticals Inc,35.28,Health Care,Biotechnology,--,12.82489204,36.89953232,118.5838013
ASB UN Equity,Associated Banc-Corp,16.06,Financials,Banks,6.910387039,0.947067022,2.278623104,11.19881725
ASC UN Equity,Ardmore Shipping Corp,4.92,Energy,"Oil, Gas & Consumable Fuels",17.50058174,0.918663025,1.302088976,--
ASGN UN Equity,ASGN Inc,45.95,Industrials,Professional Services,13.35245228,2.728029013,0.954118013,19.11510277
ASH UN Equity,Ashland Global Holdings Inc,68.1,Materials,Chemicals,43.74280548,1.271927953,1.910634995,30.68541145
ASIX UN Equity,AdvanSix Inc,13.81,Materials,Chemicals,--,1.389896989,0.432617992,10.72710514
ASMB UW Equity,Assembly Biosciences Inc,20.61,Health Care,Biotechnology,--,1.625218987,33.2257309,--
ASNA UW Equity,Ascena Retail Group Inc,2.77,Consumer Discretionary,Specialty Retail,--,0.441100001,0.013267,--
ASPS UW Equity,Altisource Portfolio Solutions SA,14.31,Real Estate,Real Estate Management & Development,7.323122025,1.110326052,0.454899013,--
ASRT UW Equity,Assertio Therapeutics Inc,1.085,Health Care,Pharmaceuticals,0.899134994,0.415684998,0.398436993,--
ASTE UW Equity,Astec Industries Inc,37.23,Industrials,Machinery,12.63863182,1.573899984,0.808474004,27.02692223
AT UN Equity,Atlantic Power Corp,2.25,Utilities,Independent Power and Renewable Electricity Producers,1.873862028,13.22564411,0.903388023,7.438177109
ATEC UW Equity,Alphatec Holdings Inc,5.86,Health Care,Health Care Equipment & Supplies,--,5.309860229,2.242358923,--
ATEN UN Equity,A10 Networks Inc,6.43,Information Technology,Software,--,4.899249077,2.459433079,--
ATEX UR Equity,Anterix Inc,46.9,Communication Services,Diversified Telecommunication Services,--,2.902630091,260.4718628,--
ATGE UN Equity,Adtalem Global Education Inc,29.45,Consumer Discretionary,Diversified Consumer Services,17.40056038,1.430032969,1.688168049,13.71022511
ATH UN Equity,Athene Holding Ltd,40.12,Financials,Insurance,3.31840992,0.624092996,0.546741009,--
ATHX UR Equity,Athersys Inc,1.215,Health Care,Biotechnology,--,7.647757053,28.56371689,--
ATI UN Equity,Allegheny Technologies Inc,15.98,Materials,Metals & Mining,652.2369995,1.246315002,0.630338013,24.24680519
ATKR UN Equity,Atkore International Group Inc,36.75,Industrials,Electrical Equipment,10.44397926,7.024354935,1.004883051,13.7660284
ATLO UR Equity,Ames National Corp,26.2,Financials,Banks,14.03276253,1.417371988,4.241278172,15.0175457
ATNI UW Equity,ATN International Inc,56.36,Communication Services,Diversified Telecommunication Services,57.93333054,1.310621977,2.019980907,--
ATNX UW Equity,Athenex Inc,12.49,Health Care,Biotechnology,--,7.072681904,11.15255737,--
ATO UN Equity,Atmos Energy Corp,110.66,Utilities,Gas Utilities,--,2.231849909,4.589980125,25.08071709
ATR UN Equity,AptarGroup Inc,102.65,Materials,Containers & Packaging,27.06713295,4.59709692,2.56951499,29.24585342
ATRA UW Equity,Atara Biotherapeutics Inc,12.81,Health Care,Biotechnology,--,3.217524052,--,--
ATRC UQ Equity,AtriCure Inc,37.76,Health Care,Health Care Equipment & Supplies,--,5.212131023,5.295613766,--
ATRI UW Equity,Atrion Corp,632.5,Health Care,Health Care Equipment & Supplies,63.27400208,5.860480785,8.986074448,37.98953629
ATRO UW Equity,Astronics Corp,18.03,Industrials,Aerospace & Defense,29.29011345,2.228095055,1.164059997,28.57461166
ATRS UR Equity,Antares Pharma Inc,3.38,Health Care,Health Care Equipment & Supplies,--,14.2484169,6.176413059,--
ATSG UW Equity,Air Transport Services Group Inc,16.95,Industrials,Air Freight & Logistics,--,3.023552895,0.951529026,--
ATUS UN Equity,Altice USA Inc,25.96,Communication Services,Media,14.98721981,7.276004791,1.847362041,65.03190613
ATVI UW Equity,Activision Blizzard Inc,61.12,Communication Services,Entertainment,26.56335068,3.56733489,7.016522884,30.84705353
AUB UW Equity,Atlantic Union Bankshares Corp,27.16,Financials,Banks,16.96291351,1.195353031,3.620980024,12.87393093
AVA UN Equity,Avista Corp,50.77,Utilities,Multi-Utilities,--,1.706504941,2.372533083,24.32084656
AVAV UW Equity,AeroVironment Inc,59.83,Industrials,Aerospace & Defense,95.84366608,3.321482897,5.045399189,47.05532074
AVB UN Equity,AvalonBay Communities Inc,211.19,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.683741093,12.55987453,47.11189651
AVCO UR Equity,Avalon GloboCare Corp,1.49,Health Care,Health Care Providers & Services,--,19.51562309,98.85410309,--
AVD UN Equity,American Vanguard Corp,15.98,Materials,Chemicals,--,1.401672959,0.973864973,26.22418594
AVGO UW Equity,Broadcom Inc,272.63,Information Technology,Semiconductors & Semiconductor Equipment,12.74458218,5.559666157,5.227264881,34.49205399
AVID UW Equity,Avid Technology Inc,7.08,Information Technology,"Technology Hardware, Storage & Peripherals",19.41075706,--,0.641700983,749.9394531
AVLR UN Equity,Avalara Inc,80.62,Information Technology,Software,440.1541138,12.15367889,14.04870892,--
AVNS UN Equity,Avanos Medical Inc,32.81,Health Care,Health Care Equipment & Supplies,--,1.271453023,2.300841093,49.09201431
AVRO UW Equity,Avrobio Inc,20.1,Health Care,Biotechnology,--,2.158473015,--,--
AVT UW Equity,Avnet Inc,29.88,Information Technology,"Electronic Equipment, Instruments & Components",5.242533207,1.067713022,0.239139006,16.51561928
AVTR UN Equity,Avantor Inc,15.39,Health Care,Life Sciences Tools & Services,24.07995987,--,1.205533028,--
AVX UN Equity,AVX Corp,21.77,Information Technology,"Electronic Equipment, Instruments & Components",264.4733582,1.407341957,2.214152098,16.93521309
AVXL UR Equity,Anavex Life Sciences Corp,4.15,Health Care,Biotechnology,--,5.694809914,--,--
AVY UN Equity,Avery Dennison Corp,118.28,Materials,Containers & Packaging,21.04188347,9.11288166,1.568781018,22.24925232
AVYA UN Equity,Avaya Holdings Corp,12.315,Information Technology,Software,30.77227783,1.219074965,0.520837009,--
AWI UN Equity,Armstrong World Industries Inc,108.61,Industrials,Building Products,41.25354385,12.35911465,4.426177979,19.64136314
AWK UN Equity,American Water Works Co Inc,138.17,Utilities,Water Utilities,--,3.628959894,6.159514904,32.56998062
AWR UN Equity,American States Water Co,86.02,Utilities,Water Utilities,--,5.307117939,6.731116772,38.14219666
AX UN Equity,Axos Financial Inc,23,Financials,Thrifts & Mortgage Finance,9.167502403,1.614011049,2.662900925,11.31637287
