Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","P/FCF LF
","P/B LF
","P/S LF
","P/E LF
"
HHHH UR Equity,Wealthbridge Acquisition Ltd,10.3,Uncategorized,Uncategorized,--,0.451115012,--,--
HHR UW Equity,HeadHunter Group PLC,22.71,Industrials,Professional Services,--,--,--,--
HHT UR Equity,Huitao Technology Co Ltd,0.8138,Materials,Construction Materials,9.416704178,2.427575111,0.296759009,--
HIHO UR Equity,Highway Holdings Ltd,2.21,Industrials,Machinery,--,0.581210017,0.467669994,--
HIIQ UQ Equity,Health Insurance Innovations Inc,29.47,Financials,Insurance,--,2.696829081,0.562590003,5.71317482
HIMX UW Equity,Himax Technologies Inc,4.1,Information Technology,Semiconductors & Semiconductor Equipment,--,1.057551026,0.683179975,385.339386
HJLI UR Equity,Hancock Jaffe Laboratories Inc,0.6057,Health Care,Health Care Equipment & Supplies,--,4.96461916,166.192627,--
HLG UQ Equity,Hailiang Education Group Inc,53.54,Consumer Discretionary,Diversified Consumer Services,261.7696838,6.247614861,110.1502838,563.3577271
HLIT UW Equity,Harmonic Inc,6.195,Information Technology,Communications Equipment,34.08795547,2.811882019,1.737190962,--
HMNF UQ Equity,HMN Financial Inc,19.84,Financials,Thrifts & Mortgage Finance,9.325942993,1.098445058,2.394923925,12.43195343
HMST UW Equity,HomeStreet Inc,25.36,Financials,Thrifts & Mortgage Finance,2.784009933,1.195029974,2.458363056,14.48449898
HMSY UW Equity,HMS Holdings Corp,22.62,Health Care,Health Care Technology,20.3894043,3.05061698,4.069297791,27.54526138
HNNA UR Equity,Hennessy Advisors Inc,10.24,Financials,Capital Markets,5.64734602,0.978273988,1.87717402,7.304353237
HOLI UW Equity,Hollysys Automation Technologies Ltd,14.57,Information Technology,"Electronic Equipment, Instruments & Components",6.673548222,1.008231044,1.724743009,8.037761688
HOMB UW Equity,Home BancShares Inc/AR,16.46,Financials,Banks,14.2010622,1.302353024,4.035666943,11.47178364
HOTH UR Equity,Hoth Therapeutics Inc,4.05,Health Care,Pharmaceuticals,--,10.34696865,--,--
HQI UR Equity,HireQuest Inc,6.9,Industrials,Professional Services,62.61444092,3.244944096,0.451709002,--
HQY UW Equity,HealthEquity Inc,65.65,Health Care,Health Care Providers & Services,35.92215347,3.952352047,9.171442032,49.06640625
HROW UR Equity,Harrow Health Inc,6.01,Health Care,Pharmaceuticals,--,5.904775143,2.882067919,--
HRTX UR Equity,Heron Therapeutics Inc,17.14,Health Care,Biotechnology,--,5.25497818,13.12317085,--
HRZN UW Equity,Horizon Technology Finance Corp,12.75,Financials,Capital Markets,--,1.014008999,3.851274967,8.612282753
HSDT UR Equity,Helius Medical Technologies Inc,0.713,Health Care,Health Care Equipment & Supplies,--,4.844801903,22.88140678,--
HSON UW Equity,Hudson Global Inc,9.99,Industrials,Professional Services,--,1.059348941,0.455816001,--
HTBI UW Equity,HomeTrust Bancshares Inc,23.03,Financials,Banks,--,1.136548996,2.688175917,16.64247513
HTBX UR Equity,Heat Biologics Inc,1.03,Health Care,Biotechnology,--,0.973129988,5.115194798,--
HTGM UR Equity,HTG Molecular Diagnostics Inc,0.4805,Health Care,Health Care Technology,--,3.442387104,0.877856016,--
HTHT UW Equity,Huazhu Group Ltd,34.58,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,9.405692101,6.095514774,57.32846451
HTLD UW Equity,Heartland Express Inc,17.94,Industrials,Road & Rail,--,2.521970034,2.891571045,36.04575348
HUBG UW Equity,Hub Group Inc,46.27,Industrials,Air Freight & Logistics,10.71466541,1.62254703,0.465413988,15.15950871
HUGE UR Equity,FSD Pharma Inc,4.92,Health Care,Pharmaceuticals,--,--,--,--
HUIZ UQ Equity,Huize Holding Ltd,10.58,Financials,Insurance,--,--,--,--
HURN UW Equity,Huron Consulting Group Inc,56.09,Industrials,Professional Services,12.76549435,2.666722059,1.56555295,35.19202805
HVBC UR Equity,HV Bancorp Inc,14.98,Financials,Thrifts & Mortgage Finance,--,1.006165981,1.740818024,34.58954239
HWC UW Equity,Hancock Whitney Corp,32.59,Financials,Banks,12.38807487,1.107413054,2.633735895,11.83893681
HWCC UW Equity,Houston Wire & Cable Co,3.13,Industrials,Trading Companies & Distributors,--,0.745085001,0.225912005,15.62634468
HX UQ Equity,Hexindai Inc,0.4499,Financials,Consumer Finance,--,1.299111009,2.65178299,33.40000153
HYAC UR Equity,Haymaker Acquisition Corp II,10.32,Uncategorized,Uncategorized,--,--,--,--
HYRE UR Equity,HyreCar Inc,2.92,Consumer Discretionary,Diversified Consumer Services,--,5.227458,2.091947079,--
IAC UW Equity,IAC/InterActiveCorp,200.72,Communication Services,Interactive Media & Services,26.20191765,7.20426321,4.410047054,61.48734283
IART UW Equity,Integra LifeSciences Holdings Corp,49.63,Health Care,Health Care Equipment & Supplies,30.98862839,3.532418013,3.297241926,28.82942009
IBKC UW Equity,IBERIABANK Corp,58.9,Financials,Banks,7.325887203,0.956898987,2.559108019,10.66469288
IBKR UW Equity,Interactive Brokers Group Inc,47.66,Financials,Capital Markets,1.365044951,2.464252949,1.373183966,22.3062191
IBOC UW Equity,International Bancshares Corp,32.61,Financials,Banks,9.994626045,1.325821042,4.357172966,13.89185905
ICAD UR Equity,Icad Inc,13.82,Health Care,Health Care Technology,--,29.66469955,4.564546108,--
ICBK UQ Equity,County Bancorp Inc,23.95,Financials,Banks,6.291500092,1.004848957,2.169213057,10.86016941
ICCC UR Equity,ImmuCell Corp,4.99,Health Care,Biotechnology,--,1.375782013,2.295352936,--
ICCH UR Equity,ICC Holdings Inc,13.4,Financials,Insurance,--,0.701862991,0.725216985,--
ICFI UW Equity,ICF International Inc,80.83,Industrials,Professional Services,26.73246765,2.41920495,1.165982962,23.98112869
ICHR UW Equity,Ichor Holdings Ltd,29.55,Information Technology,Semiconductors & Semiconductor Equipment,17.00802422,3.457940102,1.222985983,54.89640045
ICLK UQ Equity,iClick Interactive Asia Group Ltd,4.96,Communication Services,Media,--,0.818679988,0.929939985,--
ICLR UW Equity,ICON PLC,160.41,Health Care,Life Sciences Tools & Services,25.62516975,5.707687855,3.305922985,24.90275955
ICMB UW Equity,Investcorp Credit Management BDC Inc,7,Financials,Capital Markets,--,0.660052001,2.622129917,6.674969196
ICON UW Equity,Iconix Brand Group Inc,1.23,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.809688985,--,0.109888002,--
ICPT UW Equity,Intercept Pharmaceuticals Inc,93.08,Health Care,Biotechnology,--,78.96562958,15.59207535,--
IDCC UW Equity,InterDigital Inc,51.38,Information Technology,Communications Equipment,19.53768921,2.196681023,5.376378059,27.21234512
IDN UQ Equity,Intellicheck Inc,7.49,Information Technology,"Electronic Equipment, Instruments & Components",--,7.053740025,12.87856388,--
IDRA UR Equity,Idera Pharmaceuticals Inc,1.62,Health Care,Biotechnology,--,2.216542006,53.00941086,--
IDXG UR Equity,Interpace Biosciences Inc,7.52,Health Care,Health Care Providers & Services,--,1.286689997,1.071859002,--
IDXX UW Equity,IDEXX Laboratories Inc,252.58,Health Care,Health Care Equipment & Supplies,73.89281464,125.7602158,9.342832565,53.51024628
IDYA UW Equity,Ideaya Biosciences Inc,7.08,Health Care,Biotechnology,--,1.657104015,--,--
IEA UR Equity,Infrastructure and Energy Alternatives I,3.125,Industrials,Construction & Engineering,--,--,0.082396001,--
IEC UQ Equity,IEC Electronics Corp,7.73,Information Technology,"Electronic Equipment, Instruments & Components",--,2.919919968,0.572431028,17.61304283
IEP UW Equity,Icahn Enterprises LP,61.11,Industrials,Industrial Conglomerates,--,2.413091898,1.452903986,--
IFMK UR Equity,Ifresh Inc,0.52,Consumer Staples,Food & Staples Retailing,--,--,0.070275001,--
IFRX UW Equity,InflaRx NV,4.1,Health Care,Biotechnology,--,0.480204999,--,--
IHRT UW Equity,iHeartMedia Inc,13.49,Communication Services,Media,4.923051834,0.837369025,0.46982801,0.143299997
IIVI UW Equity,II-VI Inc,31.24,Information Technology,"Electronic Equipment, Instruments & Components",--,1.482653975,1.428607941,85.89022827
IKNX UR Equity,Ikonics Corp,5.11,Materials,Chemicals,--,1.015874982,0.601239979,--
ILMN UW Equity,Illumina Inc,274.51,Health Care,Life Sciences Tools & Services,58.01262665,10.58890724,13.78290939,52.37823868
IMAB UQ Equity,I-Mab,14.12,Health Care,Biotechnology,--,--,--,--
IMAC UR Equity,Imac Holdings Inc,0.7622,Health Care,Health Care Providers & Services,--,2.995855093,1.674739957,--
IMBI UR Equity,iMedia Brands Inc,3.01,Consumer Discretionary,Internet & Direct Marketing Retail,--,1.216014981,0.072531,--
IMKTA UW Equity,Ingles Markets Inc,38.24,Consumer Staples,Food & Staples Retailing,26.93232346,1.423501968,0.206597,14.05592918
IMMP UQ Equity,Immutep Ltd,2.39,Health Care,Biotechnology,--,3.606152058,13.09775829,--
IMMU UQ Equity,Immunomedics Inc,16.43,Health Care,Biotechnology,--,109.7737045,14318.0752,--
IMOS UW Equity,ChipMOS Technologies Inc,19.64,Information Technology,Semiconductors & Semiconductor Equipment,29.28071213,1.198086023,1.162238955,8.911684036
IMRN UR Equity,Immuron Ltd,3.06,Health Care,Biotechnology,--,2.664334059,7.192938805,--
IMTE UR Equity,Integrated Media Technology Ltd,4.95,Information Technology,"Electronic Equipment, Instruments & Components",3.699126959,1.15369904,3.091937065,10.54223728
IMUX UR Equity,Immunic Inc,7.72,Health Care,Biotechnology,--,1.663833022,--,--
IMV UR Equity,IMV Inc,3.16,Health Care,Biotechnology,--,11.13298416,274.9760132,--
IMVT UR Equity,Immunovant Inc,16.75,Health Care,Biotechnology,--,5.47486496,--,--
INAP UW Equity,Internap Corp,0.5211,Information Technology,IT Services,--,--,0.204867005,--
INCY UW Equity,Incyte Corp,78.24,Health Care,Biotechnology,30.47931862,7.264702797,8.694415092,40.61257553
INDB UW Equity,Independent Bank Corp,67.49,Financials,Banks,13.84496975,1.675454974,4.868028164,14.85452461
INFI UW Equity,Infinity Pharmaceuticals Inc,1.09,Health Care,Biotechnology,--,7.086182117,17.93096352,--
INMB UR Equity,Inmune Bio Inc,4.005,Health Care,Biotechnology,--,2.56982398,--,--
INMD UW Equity,Inmode Ltd,31.02,Health Care,Health Care Equipment & Supplies,14.08645344,7.302512169,4.367823124,15.09145069
INNT UR Equity,Innovate Biopharmaceuticals Inc,0.5801,Health Care,Pharmaceuticals,--,--,--,--
INOD UQ Equity,Innodata Inc,1.12,Information Technology,IT Services,12.20388603,1.163547039,0.608412027,--
INOV UW Equity,Inovalon Holdings Inc,18.91,Health Care,Health Care Technology,58.76993942,4.24109602,4.34542799,173.3427887
INPX UR Equity,Inpixon,2.3,Information Technology,IT Services,--,3.449434996,0.185610995,--
INSG UW Equity,Inseego Corp,6.06,Information Technology,Communications Equipment,--,--,1.648440003,--
INSM UW Equity,Insmed Inc,24.5,Health Care,Biotechnology,--,8.184288025,14.96761417,--
INSU UR Equity,Insurance Acquisition Corp,10.16,Uncategorized,Uncategorized,--,1.406376958,--,--
INTG UR Equity,InterGroup Corp/The,27.5,Real Estate,Real Estate Management & Development,9.475093842,--,1.150290012,38.16585922
INTL UW Equity,INTL. FCStone Inc,44.02,Financials,Capital Markets,--,1.531265974,0.819301009,11.30253696
INTU UW Equity,Intuit Inc,283.08,Information Technology,Software,33.55475616,19.59853935,10.24429607,45.30150986
INVE UR Equity,Identiv Inc,4.2,Information Technology,"Electronic Equipment, Instruments & Components",--,2.417175055,1.022681952,1246.445557
IONS UW Equity,Ionis Pharmaceuticals Inc,52.25,Health Care,Biotechnology,26.92279625,5.763000965,7.541083813,27.6653862
IOSP UW Equity,Innospec Inc,82.73,Materials,Chemicals,19.23624802,2.759963989,1.673169971,22.55324745
IOVA UQ Equity,Iovance Biotherapeutics Inc,35.78,Health Care,Biotechnology,--,12.41834164,--,--
IPDN UR Equity,Professional Diversity Network Inc,0.91,Communication Services,Interactive Media & Services,--,3.531111956,1.552070022,--
IPGP UW Equity,IPG Photonics Corp,126.9,Information Technology,"Electronic Equipment, Instruments & Components",60.33559799,3.19867301,5.839898109,34.88819885
IPHA UW Equity,Innate Pharma SA,7.32,Health Care,Biotechnology,5.928442955,1.967962027,2.999072075,10.49136066
IPWR UR Equity,Ideal Power Inc,2.41,Industrials,Electrical Equipment,--,2.595329046,3.416361094,--
IQ UW Equity,iQIYI Inc,23.27,Communication Services,Entertainment,--,4.855268955,3.678003073,--
IRBT UW Equity,iRobot Corp,47.61,Consumer Discretionary,Household Durables,15.58399677,2.269690037,1.209594011,19.02710342
IRCP UW Equity,IRSA Propiedades Comerciales SA,12.5,Real Estate,Real Estate Management & Development,43.02942657,0.529078007,3.543277025,--
IRDM UW Equity,Iridium Communications Inc,26.99,Communication Services,Diversified Telecommunication Services,40.62081146,2.222608089,5.473303795,--
IRIX UQ Equity,IRIDEX Corp,2.59,Health Care,Health Care Equipment & Supplies,--,1.016700029,0.560299993,--
IROQ UR Equity,IF Bancorp Inc,21.5,Financials,Thrifts & Mortgage Finance,10.11744404,0.966423988,2.366142988,28.76295662
IRWD UW Equity,Ironwood Pharmaceuticals Inc,12.2,Health Care,Biotechnology,1999.835327,--,4.861783028,25.40566063
ISEE UW Equity,IVERIC bio Inc,5.33,Health Care,Biotechnology,--,3.50682497,--,--
ISIG UR Equity,Insignia Systems Inc,0.75,Communication Services,Media,68.40146637,0.832747996,0.397170007,--
ISNS UR Equity,Image Sensing Systems Inc,5.72,Information Technology,"Electronic Equipment, Instruments & Components",15.68492508,1.392178059,1.639691949,3.185029984
ISSC UW Equity,Innovative Solutions & Support Inc,5.37,Industrials,Aerospace & Defense,54.20410538,2.702775955,5.446094036,48.66666794
ITCI UW Equity,Intra-Cellular Therapies Inc,21.69,Health Care,Pharmaceuticals,--,9.766109467,31289.13281,--
ITMR UR Equity,Itamar Medical Ltd,14.115,Health Care,Health Care Equipment & Supplies,--,5.797664165,4.363194942,--
ITRI UW Equity,Itron Inc,73.53,Information Technology,"Electronic Equipment, Instruments & Components",29.60233307,4.317943096,1.326936007,43.10882568
ITRM UQ Equity,Iterum Therapeutics plc,2.41,Health Care,Pharmaceuticals,--,--,295.4555969,--
ITRN UW Equity,Ituran Location and Control Ltd,19.24,Information Technology,Communications Equipment,18.74102974,4.671448231,2.166111946,67.23296356
IVAC UW Equity,Intevac Inc,5.5,Information Technology,"Technology Hardware, Storage & Peripherals",192.4356537,1.635313988,1.422610998,143.53862
IZEA UR Equity,IZEA Worldwide Inc,0.25,Communication Services,Interactive Media & Services,--,0.558030009,0.212188005,--
JACK UW Equity,Jack in the Box Inc,63.04,Consumer Discretionary,"Hotels, Restaurants & Leisure",18.77510262,--,2.099555016,24.74770546
JAGX UR Equity,Jaguar Health Inc,0.65,Health Care,Pharmaceuticals,--,8.520069122,0.196913004,--
JAKK UW Equity,JAKKS Pacific Inc,0.6,Consumer Discretionary,Leisure Products,2.318150997,12.33561611,0.045713,--
JAN UR Equity,JanOne Inc,3.835,Industrials,Commercial Services & Supplies,--,0.332947999,0.150480002,--
JAZZ UW Equity,Jazz Pharmaceuticals PLC,123.99,Health Care,Pharmaceuticals,11.51457596,2.693870068,3.917957067,14.00814819
JBHT UW Equity,JB Hunt Transport Services Inc,92.45,Industrials,Road & Rail,51.06293106,5.471277237,1.366516948,21.98752213
JBLU UW Equity,JetBlue Airways Corp,13.96,Industrials,Airlines,20.61525345,1.100028992,0.68471998,9.766989708
JCOM UW Equity,j2 Global Inc,87.96,Information Technology,Software,13.0555048,3.405864954,3.254291058,25.71510315
JCS UQ Equity,Communications Systems Inc,5.75,Information Technology,Communications Equipment,7.566541195,0.919685006,0.611802995,24.86790657
JCTCF UR Equity,Jewett-Cameron Trading Co Ltd,7,Industrials,Building Products,6.626665115,1.547934055,0.761391997,19.96418953
JD UW Equity,JD.com Inc,44.29,Consumer Discretionary,Internet & Direct Marketing Retail,17.19236374,4.382054806,0.619527996,119.5016937
JFIN UQ Equity,Jiayin Group Inc,2.87,Financials,Consumer Finance,--,--,--,--
JFK UR Equity,8i Enterprises Acquisition Corp,10.14,Uncategorized,Uncategorized,--,1.433524966,--,--
JFU UQ Equity,9F Inc,9.16,Communication Services,Interactive Media & Services,--,--,--,--
JG UQ Equity,Aurora Mobile Ltd,2.72,Information Technology,Software,--,4.781478882,1.730594993,--
JJSF UW Equity,J&J Snack Foods Corp,158.01,Consumer Staples,Food Products,41.217659,4.18661499,2.93641901,37.84220505
JKHY UW Equity,Jack Henry & Associates Inc,163.22,Information Technology,IT Services,27.87331581,7.516388893,6.880740166,39.29205704
JOBS UW Equity,51job Inc,75.14,Industrials,Professional Services,--,3.098927975,8.477503777,37.1823082
JRJC UW Equity,China Finance Online Co Ltd,7.09,Financials,Capital Markets,--,0.642805994,0.207951993,--
JRSH UR Equity,Jerash Holdings US Inc,6.03,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,1.19214201,0.711865008,9.606556892
JRVR UW Equity,James River Group Holdings Ltd,41.6,Financials,Insurance,6.165125847,1.610352039,1.375560045,30.01207542
JVA UR Equity,Coffee Holding Co Inc,3.62,Consumer Staples,Food Products,--,0.83328402,0.243469,--
KALA UW Equity,Kala Pharmaceuticals Inc,6.29,Health Care,Pharmaceuticals,--,4.484652042,20.74214935,--
KBLM UR Equity,KBL Merger Corp IV,10.71,Uncategorized,Uncategorized,--,--,--,--
KBSF UR Equity,KBS Fashion Group Ltd,1.7,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,0.123784997,0.356038004,--
KELYA UW Equity,Kelly Services Inc,15.32,Industrials,Professional Services,10.55901146,0.686761975,0.162043005,10.51064873
KELYB UW Equity,Kelly Services Inc,17.18,Industrials,Professional Services,10.55901146,0.686761975,0.162043005,10.51064873
KEQU UQ Equity,Kewaunee Scientific Corp,10.45,Health Care,Health Care Equipment & Supplies,74.12095642,0.809696019,0.233191997,--
KERN UR Equity,Akerna Corp,7.27,Industrials,Professional Services,--,4.766703129,--,--
KFFB UQ Equity,Kentucky First Federal Bancorp,7.55,Financials,Thrifts & Mortgage Finance,59.51341248,0.976037979,4.810808182,66.72003937
KFRC UW Equity,Kforce Inc,31.86,Industrials,Professional Services,16.10299492,5.44126606,0.681212008,16.43522072
KGJI UR Equity,Kingold Jewelry Inc,1.47,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,0.041917,0.019339001,9.063091278
KHC UW Equity,Kraft Heinz Co/The,26.46,Consumer Staples,Food Products,13.86424255,0.747883976,1.545115948,10.96147156
KIDS UQ Equity,OrthoPediatrics Corp,44.93,Health Care,Health Care Equipment & Supplies,--,5.953393936,9.478895187,--
KINS UR Equity,Kingstone Cos Inc,6.93,Financials,Insurance,5.192474842,1.059265018,0.66565299,--
KIRK UW Equity,Kirkland's Inc,1.25,Consumer Discretionary,Specialty Retail,--,0.265625,0.036139,--
KLAC UW Equity,KLA Corp,155.28,Information Technology,Semiconductors & Semiconductor Equipment,23.06458664,10.46751213,5.340857983,20.40265656
KLIC UW Equity,Kulicke & Soffa Industries Inc,24.04,Information Technology,Semiconductors & Semiconductor Equipment,73.37528992,2.224308014,3.300424099,70.08855438
KMDA UW Equity,Kamada Ltd,5.64,Health Care,Biotechnology,10.93218517,2.041605949,2.172135115,12.63132
KMPH UR Equity,KemPharm Inc,0.3096,Health Care,Pharmaceuticals,--,--,0.899487972,--
KNDI UW Equity,Kandi Technologies Group Inc,3.31,Consumer Discretionary,Auto Components,--,1.11838603,1.961287022,--
KNSL UW Equity,Kinsale Capital Group Inc,129.46,Financials,Insurance,13.82827377,5.56181097,6.937057972,42.28505707
KOD UQ Equity,Kodiak Sciences Inc,65.42,Health Care,Biotechnology,--,8.915739059,--,--
KOPN UW Equity,Kopin Corp,0.3401,Information Technology,Semiconductors & Semiconductor Equipment,--,1.637591004,1.955361009,--
KOSS UR Equity,Koss Corp,1.2,Consumer Discretionary,Household Durables,119.4865723,0.768916011,0.563983977,--
KPTI UW Equity,Karyopharm Therapeutics Inc,26.18,Health Care,Biotechnology,--,25.17682838,29.34469414,--
KRKR UQ Equity,36Kr Holdings Inc,5.05,Communication Services,Interactive Media & Services,--,--,--,--
KRMD UR Equity,Repro-Med Systems Inc,9.54,Health Care,Health Care Equipment & Supplies,3242.566162,22.95744514,10.94240761,74.38035583
KRNT UW Equity,Kornit Digital Ltd,39.86,Industrials,Machinery,289.7476501,4.0852108,7.433306217,263.3076782
KRNY UW Equity,Kearny Financial Corp/MD,10.86,Financials,Thrifts & Mortgage Finance,33.3719368,1.075873017,4.7233181,28.31075096
KTCC UQ Equity,Key Tronic Corp,4.15,Information Technology,"Electronic Equipment, Instruments & Components",--,0.502041996,0.134641007,44.17498016
KTOS UW Equity,Kratos Defense & Security Solutions Inc,16,Industrials,Aerospace & Defense,677.2425537,3.300667048,2.627355099,158.8039246
KTOV UR Equity,Kitov Pharma Ltd,0.5722,Health Care,Pharmaceuticals,--,1.382784009,14.15534973,--
KURA UW Equity,Kura Oncology Inc,11.81,Health Care,Biotechnology,--,2.852303982,--,--
KXIN UR Equity,Kaixin Auto Holdings,1.07,Consumer Discretionary,Specialty Retail,--,0.199276,0.752610981,6.894238949
KZIA UR Equity,Kazia Therapeutics Ltd,4.11,Health Care,Biotechnology,--,3.53315711,--,--
LACQ UR Equity,Leisure Acquisition Corp,10.4,Uncategorized,Uncategorized,--,0.328754008,--,31.5112381
LAKE UQ Equity,Lakeland Industries Inc,16.78,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,1.050266027,0.847799003,903.1467285
LARK UQ Equity,Landmark Bancorp Inc/Manhattan KS,23.08,Financials,Banks,12.57144642,0.96687299,1.985738039,10.81300259
LASR UW Equity,nLight Inc,15.73,Information Technology,"Electronic Equipment, Instruments & Components",--,3.535200119,4.262303829,2934.782715
LATN UR Equity,Union Acquisition Corp II,9.96,Uncategorized,Uncategorized,--,--,--,--
LAUR UW Equity,Laureate Education Inc,18.49,Consumer Discretionary,Diversified Consumer Services,21.46892929,1.315335035,1.189924002,--
LAZY UR Equity,Lazydays Holdings Inc,4.05,Consumer Discretionary,Specialty Retail,--,0.651449025,0.085841998,16.99106979
LBRDK UW Equity,Liberty Broadband Corp,127.71,Communication Services,Media,--,2.123898983,1521.791626,127.3204346
LBTYA UW Equity,Liberty Global PLC,19.39,Communication Services,Media,4.716948032,1.057229042,1.381167054,--
LBTYB UW Equity,Liberty Global PLC,19.38,Communication Services,Media,4.716948032,1.057229042,1.381167054,--
LBTYK UW Equity,Liberty Global PLC,18.49,Communication Services,Media,4.716948032,1.057229042,1.381167054,--
LCA UR Equity,Landcadia Holdings II Inc,10.01,Uncategorized,Uncategorized,--,0.296710014,--,--
LECO UW Equity,Lincoln Electric Holdings Inc,82.24,Industrials,Machinery,17.86201286,7.163619995,1.995743036,20.56502914
LEDS UR Equity,SemiLEDs Corp/Taiwan,2.15,Information Technology,Semiconductors & Semiconductor Equipment,--,5.762021065,1.271196008,--
LFAC UR Equity,LF Capital Acquisition Corp,10.4,Uncategorized,Uncategorized,--,0.33604601,--,116.1100922
LGIH UW Equity,LGI Homes Inc,88.7,Consumer Discretionary,Household Durables,--,2.119802952,0.895062983,9.937308311
LHCG UW Equity,LHC Group Inc,125.95,Health Care,Health Care Providers & Services,43.99264145,3.020903111,2.048778057,30.52380371
LIFE UR Equity,aTyr Pharma Inc,4.06,Health Care,Biotechnology,--,0.509301007,45.56855774,--
LILAK UW Equity,Liberty Latin America Ltd,14.43,Communication Services,Media,11.86494923,1.128976941,0.905462027,25.24344254
LINC UW Equity,Lincoln Educational Services Corp,2.86,Consumer Discretionary,Diversified Consumer Services,--,1.578881979,0.242542997,45.78211212
LIND UR Equity,Lindblad Expeditions Holdings Inc,10.86,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,6.583312035,2.263777018,54.39519882
LIQT UR Equity,LiqTech International Inc,4.39,Industrials,Machinery,--,11.69772339,7.150518894,--
LITE UW Equity,Lumentum Holdings Inc,85.89,Information Technology,Communications Equipment,23.57370758,3.510550976,3.468183041,47.0500679
LIVE UR Equity,Live Ventures Inc,5.6,Consumer Discretionary,Household Durables,1.09097898,0.459758013,0.084375001,--
LIVK UR Equity,LIV Capital Acquisition Corp,10.05,Uncategorized,Uncategorized,--,--,--,--
LIVN UW Equity,LivaNova PLC,74.38,Health Care,Health Care Equipment & Supplies,--,2.640799046,3.363746881,49.3025856
LIZI UQ Equity,Lizhi Inc,9.15,Uncategorized,Uncategorized,--,--,--,--
LJPC UR Equity,La Jolla Pharmaceutical Co,6.02,Health Care,Biotechnology,--,--,4.623106003,--
LK UW Equity,Luckin Coffee Inc,41,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,5.073274136,--,--
LKCO UR Equity,Luokung Technology Corp,0.826,Communication Services,Interactive Media & Services,--,--,--,--
LKQ UW Equity,LKQ Corp,28.085,Consumer Discretionary,Distributors,13.96179295,2.186181068,0.885448992,17.47159195
LLIT UR Equity,Lianluo Smart Ltd,0.7121,Health Care,Health Care Equipment & Supplies,--,6.476171017,35.69868088,--
LLNW UW Equity,Limelight Networks Inc,4.905,Information Technology,IT Services,--,2.899904966,2.359493971,--
LMB UR Equity,Limbach Holdings Inc,4.2,Industrials,Construction & Engineering,9.883981705,0.842911005,0.065897003,6.733675957
LMFA UR Equity,LM Funding America Inc,0.83,Financials,Diversified Financial Services,--,0.619557023,0.602389991,--
LMNL UQ Equity,Liminal BioSciences Inc,9.08,Health Care,Biotechnology,--,2.817621946,1.329292059,--
LMNX UW Equity,Luminex Corp,26.86,Health Care,Life Sciences Tools & Services,--,2.244550943,3.055443048,--
LMPX UR Equity,LMP Automotive Holdings Inc,10.23,Consumer Discretionary,Specialty Retail,--,9.783350945,27.2330246,--
LMRK UQ Equity,Landmark Infrastructure Partners LP,14.55,Real Estate,Real Estate Management & Development,22.02318001,2.10781908,6.915060043,--
LMST UR Equity,Limestone Bancorp Inc,15.78,Financials,Banks,11.29755306,1.465891957,2.422039032,12.01574898
LOAC UR Equity,Longevity Acquisition Corp,10.58,Uncategorized,Uncategorized,--,0.514379025,--,--
LOAN UR Equity,Manhattan Bridge Capital Inc,5.49,Financials,Mortgage Real Estate Investment Trusts (REITs),14.3147192,1.878157973,8.314184189,13.93571377
LOGI UW Equity,Logitech International SA,39.85,Information Technology,"Technology Hardware, Storage & Peripherals",24.64912033,6.099207878,2.72675705,28.51816368
LONE UQ Equity,Lonestar Resources US Inc,1.13,Energy,"Oil, Gas & Consumable Fuels",--,0.348118007,0.343676001,--
LOOP UQ Equity,Loop Industries Inc,9.55,Materials,Chemicals,--,11.008214,--,--
LOPE UW Equity,Grand Canyon Education Inc,80.44,Consumer Discretionary,Diversified Consumer Services,16.11782455,3.192373991,5.880929947,17.34248161
LPCN UR Equity,Lipocine Inc,0.58,Health Care,Pharmaceuticals,--,9.370400429,424.2830505,--
LPLA UW Equity,LPL Financial Holdings Inc,65.89,Financials,Capital Markets,16.05223083,7.229012012,1.353255033,13.91371155
LPTH UR Equity,LightPath Technologies Inc,1.25,Information Technology,"Electronic Equipment, Instruments & Components",--,0.563335001,0.553848028,--
LPTX UQ Equity,Leap Therapeutics Inc,2.59,Health Care,Biotechnology,--,5.089537144,--,--
LRCX UW Equity,Lam Research Corp,297,Information Technology,Semiconductors & Semiconductor Equipment,18.57387543,9.554005623,4.519624233,20.88730049
LSBK UQ Equity,Lake Shore Bancorp Inc,15.41,Financials,Thrifts & Mortgage Finance,14.95178986,1.094185948,3.4135499,22.5
LSCC UW Equity,Lattice Semiconductor Corp,18.935,Information Technology,Semiconductors & Semiconductor Equipment,23.48851776,7.857468128,6.304214954,54.14704895
LSTR UW Equity,Landstar System Inc,100.09,Industrials,Road & Rail,15.64423466,6.192379951,1.101147056,19.8604393
